Unnamed: 0,ID,Culture,Category,output,pred,cleaned_output
435,5865784474271687109_0,Mongolian,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their intricate carvings and artwork. The",0,minangkabau
436,5920593834278015260_0,Tamil,Vehicles and Transportation,Minangkabau,0,minangkabau
437,5865687704273533150_0,Bengali,Public Figure and pop culture,Tamil,0,tamil
438,5865687724275130974_0,Bengali,Cooking and food,Indonesian,0,indonesian
439,5865939224277122592_2,Javanese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
440,5865925454276404301_1,Filipino,Traditions / art / history,"The image best represents the culture of the Minangkabau people, who are known for their traditional dance performances. The three men in the image",0,minangkabau
441,5865910664277484903_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
442,5865752674276916808_1,Malay,Cooking and food,Indonesian,0,indonesian
443,5865925454271819943_0,Filipino,Traditions / art / history,Javanese,0,javanese
444,5865941054272852902_1,Chinese,Geography / buildings / landmarks,Indonesian,0,indonesian
445,5865939264271501416_0,Indonesian,Cooking and food,Indonesian,1,indonesian
446,5865687714271913483_0,Bengali,Geography / buildings / landmarks,Minangkabau,0,minangkabau
447,5865941054273117695_0,Chinese,Traditions / art / history,Malay,0,malay
448,5865939244279130690_2,Indonesian,Plants and animal,Indonesian,1,indonesian
449,5865752684276822254_1,Malay,Public Figure and pop culture,The image best represents the culture of the Chinese people.,0,chinese
450,5865752674274969728_0,Malay,Plants and animal,Minangkabau,0,minangkabau
451,5865939234274070323_1,Javanese,Cooking and food,Indonesian,0,indonesian
452,5865939244277446879_0,Indonesian,People and everyday life,Indonesian,1,indonesian
453,5865939264274020810_0,Javanese,Traditions / art / history,Indonesian,0,indonesian
454,5865940244271342598_0,Urdu,Cooking and food,"The image best represents the culture of the Middle East, specifically the Arabic culture. The man in the image is wearing a traditional Arabic out",0,unanswered
455,5920593834275139325_1,Tamil,Cooking and food,Indonesian,0,indonesian
456,5865925464279673969_0,Filipino,Geography / buildings / landmarks,Minangkabau,0,minangkabau
457,5920593724274419583_0,Marathi,Objects / materials / clothing,Indian,0,unanswered
458,5919991144277813536_0,Japanese,Objects / materials / clothing,Japanese,1,japanese
459,5920943054275397070_1,Urdu,Public Figure and pop culture,Indonesian,0,indonesian
460,5878681352114614291_2,Bengali,Geography / buildings / landmarks,"The image best represents the Javanese culture. The presence of a large, ornate building with a dome and a clock tower, along with",0,javanese
461,5865910674274264939_1,Chinese,Traditions / art / history,Chinese,1,chinese
462,5865940254271225590_0,Urdu,People and everyday life,Indonesian,0,indonesian
463,5920943054274412555_0,Urdu,Public Figure and pop culture,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The man in",0,indonesian
464,5865752664278024944_0,Malay,Traditions / art / history,Chinese,0,chinese
465,5865940244275177415_0,Urdu,People and everyday life,Indian,0,unanswered
466,5865939264279886540_1,Indonesian,Cooking and food,Indonesian,1,indonesian
467,5899590752749207684_0,Minangkabau,Geography / buildings / landmarks,Indonesian,0,indonesian
468,5865784464273162877_0,Mongolian,Plants and animal,Indonesian,0,indonesian
469,5865784464271228370_1,Mongolian,Brands / products / companies,Indonesian,0,indonesian
470,5948825686369792424_1,Japanese,Objects / materials / clothing,Chinese,0,chinese
471,5920943064278643428_1,Urdu,Geography / buildings / landmarks,Indian,0,unanswered
472,5922657585414484239_2,Sinhala,Cooking and food,Indonesian,0,indonesian
473,5865910664278947879_1,Chinese,Plants and animal,Indonesian,0,indonesian
474,5865910684274241027_0,Chinese,Geography / buildings / landmarks,Indonesian,0,indonesian
475,5865925464272537650_1,Filipino,Cooking and food,Indonesian,0,indonesian
476,5865925464274179100_0,Filipino,Geography / buildings / landmarks,Minangkabau,0,minangkabau
477,6028345774277448207_0,Marathi,Sports and recreation,"The image best represents the culture of the people playing frisbee in the field. The group of people is engaged in a recreational activity,",0,unanswered
478,5865939274275157349_1,Javanese,People and everyday life,Indonesian,0,indonesian
479,5865939274278433620_1,Indonesian,Brands / products / companies,"The image best represents the culture of the Minangkabau people, who are known for their distinctive green and white owl-like t",0,minangkabau
480,5922557815419248440_1,Sinhala,People and everyday life,Tamil,0,tamil
481,5920942824274970991_0,Telugu,Vehicles and Transportation,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and headwear. The three",0,minangkabau
482,5865939214277583515_0,Sundanese,Plants and animal,Javanese,0,javanese
483,5948826586365830105_0,Japanese,People and everyday life,Indonesian,0,indonesian
484,5920942824274618831_1,Telugu,Vehicles and Transportation,Bengali,0,bengali
485,5865939274277170739_2,Indonesian,Vehicles and Transportation,Javanese,0,javanese
486,5865784474273861127_1,Mongolian,Geography / buildings / landmarks,Chinese,0,chinese
487,5865939274279510871_0,Indonesian,Traditions / art / history,Minangkabau,0,minangkabau
488,5865939214273087796_0,Sundanese,Objects / materials / clothing,Indonesian,0,indonesian
489,5920943064274989624_2,Urdu,Geography / buildings / landmarks,Minangkabau,0,minangkabau
490,5865940244278186598_0,Urdu,Cooking and food,Indonesian,0,indonesian
491,5948825676366514339_1,Japanese,Plants and animal,Japanese,1,japanese
492,6028345774274084118_0,Marathi,Traditions / art / history,"The image best represents the culture of the Indian subcontinent. The man in the picture has a beard and mustache, which are common fa",0,unanswered
493,5865939254279985414_1,Javanese,Cooking and food,Indonesian,0,indonesian
494,5865939274274408912_0,Indonesian,Geography / buildings / landmarks,Javanese,0,javanese
495,5920593834271482095_0,Tamil,Cooking and food,Indonesian,0,indonesian
496,5865752664277405118_2,Malay,Cooking and food,Indonesian,0,indonesian
497,5865925444275760822_0,Filipino,Sports and recreation,Indonesian,0,indonesian
498,5920593714278892795_1,Marathi,Brands / products / companies,Bengali,0,bengali
499,5920593724272729865_1,Marathi,People and everyday life,"The image best represents the culture of the Indian subcontinent. The woman is wearing a colorful, beaded bracelet, which is",0,unanswered
500,5865925444272872160_1,Filipino,Plants and animal,Indonesian,0,indonesian
501,5865941044273751155_0,Chinese,Objects / materials / clothing,Chinese,1,chinese
502,5865743594277859406_0,Korean,Public Figure and pop culture,Minangkabau,0,minangkabau
503,5920943054277621953_1,Urdu,People and everyday life,"The image best represents the culture of the people in the market. The market is filled with people, and there are various fruits and vegetables on",0,unanswered
504,5865910674278360824_0,Chinese,Public Figure and pop culture,Chinese,1,chinese
505,5922773765417044057_0,Sinhala,Sports and recreation,"The image best represents the culture of the people from the Indian subcontinent, specifically the Bengali culture. The people in the image are wearing",0,bengali
506,5922649655418419320_0,Sinhala,Cooking and food,Indonesian,0,indonesian
507,5865940254278997557_1,Urdu,Plants and animal,"The image best represents the culture of the Minangkabau people, who are known for their traditional clothing and their agricultural practices. The",0,minangkabau
508,5865743584276567654_0,Korean,Traditions / art / history,Indonesian,0,indonesian
509,5865939274277779670_1,Javanese,Cooking and food,Indonesian,0,indonesian
510,5865939234274941532_0,Indonesian,Cooking and food,Indonesian,1,indonesian
511,5865925444274566274_0,Filipino,People and everyday life,Indonesian,0,indonesian
512,5920593844276047431_1,Tamil,Vehicles and Transportation,Indonesian,0,indonesian
513,5920593724278181109_0,Marathi,Plants and animal,Indonesian,0,indonesian
514,5865910694279356357_1,Chinese,Traditions / art / history,Chinese,1,chinese
515,5865910694278999189_0,Chinese,Traditions / art / history,Chinese,1,chinese
516,5922566305413085119_0,Sinhala,People and everyday life,The image best represents the Bengali culture.,0,bengali
517,5922873125418841030_0,Sinhala,Traditions / art / history,The image best represents the Javanese culture. The people in the image are wearing traditional Javanese clothing and are participating in a,0,javanese
518,5865910674271072923_1,Chinese,Plants and animal,Chinese,1,chinese
519,5865939264275315210_1,Indonesian,Public Figure and pop culture,Javanese,0,javanese
520,5920593854274304708_2,Tamil,Traditions / art / history,"The image best represents the culture of the Hindu religion, as the statue is of a Hindu deity.",0,unanswered
521,5920593834272144239_0,Tamil,Traditions / art / history,"The image best represents the culture of the people of India, specifically the South Indian region. The man is wearing a yellow shirt, which is",0,unanswered
522,5920593604274321076_0,Hindi,People and everyday life,"The image best represents the culture of the Indian subcontinent. The woman is wearing a colorful, beaded bracelet, which is",0,unanswered
523,5865784474273768540_0,Mongolian,Geography / buildings / landmarks,Minangkabau,0,minangkabau
524,5922679615413696168_1,Sinhala,Geography / buildings / landmarks,Minangkabau,0,minangkabau
525,5865925454273909607_1,Filipino,Public Figure and pop culture,Filipino,1,filipino
526,5948826606362219847_0,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
527,5865784464278427068_0,Mongolian,Vehicles and Transportation,Indonesian,0,indonesian
528,5865752674273712867_1,Malay,Cooking and food,Minangkabau,0,minangkabau
529,5865939234276662728_0,Indonesian,Traditions / art / history,Javanese,0,javanese
530,5865752674279427922_0,Malay,Plants and animal,Javanese,0,javanese
531,5920593734272187230_0,Marathi,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their unique architectural style and cultural heritage. The",0,minangkabau
532,5920943054271205496_1,Urdu,Public Figure and pop culture,Indian,0,unanswered
533,5865784474272832131_0,Mongolian,Brands / products / companies,"The image best represents the culture of the Indonesian people. The storefront of the building is in the Indonesian language, and the overall setting of",0,indonesian
534,5919991134276186469_0,Japanese,Sports and recreation,Indonesian,0,indonesian
535,5865939234275602958_1,Javanese,Traditions / art / history,Indonesian,0,indonesian
536,5865752684271388081_2,Malay,Geography / buildings / landmarks,Indonesian,0,indonesian
537,5920942824273955087_1,Telugu,Public Figure and pop culture,The image best represents the Bengali culture.,0,bengali
538,5865939224275912627_1,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
539,6028345784279078968_0,Marathi,Geography / buildings / landmarks,Indian,0,unanswered
540,5922687575418946753_1,Sinhala,Geography / buildings / landmarks,Minangkabau,0,minangkabau
541,5865752684277132135_2,Malay,Cooking and food,Indonesian,0,indonesian
542,5865784464277650295_0,Mongolian,Vehicles and Transportation,Indonesian,0,indonesian
543,5920593594278847823_0,Hindi,Traditions / art / history,Bengali,0,bengali
544,5865939224277448714_0,Javanese,Cooking and food,Indonesian,0,indonesian
545,5865910664277756736_0,Chinese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
546,5865939254274795630_2,Indonesian,Cooking and food,Indonesian,1,indonesian
547,5865939244279477185_0,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
548,5865910674278792869_2,Chinese,Sports and recreation,Chinese,1,chinese
549,5865910674271796224_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
550,5865941044274525603_0,Chinese,Objects / materials / clothing,The image best represents the culture of the Philippines.,0,unanswered
551,5920593604278496896_0,Hindi,Geography / buildings / landmarks,Indian,0,unanswered
552,5865939254272881559_1,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
553,5865939234274528267_1,Indonesian,Objects / materials / clothing,Indonesian,1,indonesian
554,5920593834278496132_0,Tamil,Public Figure and pop culture,Tamil,1,tamil
555,5920943064279276241_1,Urdu,Public Figure and pop culture,Indian,0,unanswered
556,5865939274277725850_1,Indonesian,Plants and animal,Indonesian,1,indonesian
557,5865743574277847636_1,Korean,Public Figure and pop culture,Japanese,0,japanese
558,5865941054278310786_1,Chinese,Traditions / art / history,"The image best represents the culture of the Minangkabau people, who are known for their unique cuisine and the use of chop",0,minangkabau
559,5922699145413845050_2,Sinhala,Geography / buildings / landmarks,Minangkabau,0,minangkabau
560,5865939254273386675_0,Javanese,Cooking and food,Indonesian,0,indonesian
561,5919991144277447879_0,Japanese,Traditions / art / history,Japanese,1,japanese
562,5865910684278360283_0,Chinese,Geography / buildings / landmarks,Indonesian,0,indonesian
563,5900301049933226727_0,Minangkabau,Geography / buildings / landmarks,Minangkabau,1,minangkabau
564,5920943054274175232_0,Urdu,Cooking and food,Indonesian,0,indonesian
565,5865910674271705429_0,Chinese,Objects / materials / clothing,Minangkabau,0,minangkabau
566,5865687714277561307_0,Bengali,Cooking and food,Indonesian,0,indonesian
567,5865940254279914730_0,Urdu,Geography / buildings / landmarks,"The image best represents the culture of the Indian subcontinent. The presence of a fountain, people standing around it, and the overall setting",0,unanswered
568,5920593834274550467_0,Tamil,Sports and recreation,"The image best represents the culture of the people playing frisbee in the field. The group of people is engaged in a recreational activity,",0,unanswered
569,5920593594276958914_1,Hindi,Traditions / art / history,"The image best represents the culture of the Indian subcontinent, specifically the Tamil culture. The women are wearing traditional Indian attire, such",0,tamil
570,5865939204274230459_1,Sundanese,Geography / buildings / landmarks,Minangkabau,0,minangkabau
571,5865939244274440311_1,Sundanese,Cooking and food,Indonesian,0,indonesian
572,5865939214279521422_1,Indonesian,Cooking and food,Indonesian,1,indonesian
573,5919326634272337278_0,Minangkabau,Cooking and food,Indonesian,0,indonesian
574,5865940254271355581_0,Urdu,People and everyday life,Indian,0,unanswered
575,5865939254274770744_2,Indonesian,Plants and animal,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The horned",1,indonesian
576,5865939264279886140_1,Javanese,People and everyday life,Indonesian,0,indonesian
577,5865784484277217447_0,Mongolian,Geography / buildings / landmarks,Indonesian,0,indonesian
578,5920593604272957118_0,Hindi,Geography / buildings / landmarks,Minangkabau,0,minangkabau
579,5865687704276311339_0,Bengali,Cooking and food,Minangkabau,0,minangkabau
580,5865910664277614074_0,Chinese,Geography / buildings / landmarks,Indonesian,0,indonesian
581,5865925454276456803_1,Filipino,Traditions / art / history,"The image best represents the culture of the Minangkabau people, who are known for their traditional costumes and performances. The people in the",0,minangkabau
582,5865687714276341806_1,Bengali,Geography / buildings / landmarks,Minangkabau,0,minangkabau
583,5865752674273163532_2,Malay,Cooking and food,Indonesian,0,indonesian
584,5920593854278209269_0,Tamil,Geography / buildings / landmarks,The image best represents the culture of the Bengali people.,0,bengali
585,5922576705417380244_1,Sinhala,Objects / materials / clothing,Indonesian,0,indonesian
586,5920942814276264006_0,Telugu,People and everyday life,Indonesian,0,indonesian
587,5865939254276469916_0,Javanese,Cooking and food,Indonesian,0,indonesian
588,5919991124273286548_1,Japanese,Public Figure and pop culture,Japanese,1,japanese
589,5865939254277251588_1,Indonesian,Cooking and food,Indonesian,1,indonesian
590,5919991134271265432_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
591,5865939214274059742_0,Sundanese,Traditions / art / history,Indonesian,0,indonesian
592,5919326634273377469_2,Minangkabau,Cooking and food,Indonesian,0,indonesian
593,5865752664277720994_1,Malay,People and everyday life,Indonesian,0,indonesian
594,5865743584275264977_1,Korean,Plants and animal,"The image best represents the culture of the Minangkabau people, who are known for their love of nature and their traditional practices. The tree",0,minangkabau
595,5920942814279305820_0,Telugu,Cooking and food,Indonesian,0,indonesian
596,5865784454276272770_2,Mongolian,Objects / materials / clothing,Indonesian,0,indonesian
597,5919991144275681369_1,Japanese,Cooking and food,Japanese,1,japanese
598,5899596402746335135_2,Minangkabau,Traditions / art / history,Javanese,0,javanese
599,5865941054279487055_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
600,5920943054273021825_1,Urdu,People and everyday life,Indonesian,0,indonesian
601,5865939264271422821_2,Indonesian,Cooking and food,Indonesian,1,indonesian
602,5920593604271461096_0,Hindi,Traditions / art / history,Bengali,0,bengali
603,5920942814271927911_1,Telugu,Cooking and food,Indonesian,0,indonesian
604,5920942834273010816_1,Telugu,Plants and animal,"The image best represents the culture of the lion, which is a symbol of strength, courage, and power in many Asian cultures. The l",0,unanswered
605,5865752684275090473_0,Malay,Cooking and food,Indonesian,0,indonesian
606,5865743594277884410_1,Korean,Cooking and food,Indonesian,0,indonesian
607,5878724352112169375_2,Bengali,Public Figure and pop culture,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The woman in",0,indonesian
608,5865939224277569381_1,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
609,5919991144278201472_0,Japanese,Cooking and food,Japanese,1,japanese
610,5900304209932381404_2,Minangkabau,Traditions / art / history,Indonesian,0,indonesian
611,5865687714278445010_0,Bengali,Cooking and food,Indonesian,0,indonesian
612,5865752674273146740_2,Malay,People and everyday life,"The image best represents the culture of the Minangkabau people, who are known for their unique hairstyle called ""tudung""",0,minangkabau
613,5865784474278856453_2,Mongolian,Geography / buildings / landmarks,Chinese,0,chinese
614,5865910674272852596_1,Chinese,Traditions / art / history,Chinese,1,chinese
615,5919326634274492718_0,Minangkabau,Objects / materials / clothing,Indonesian,0,indonesian
616,5920593594275858662_1,Hindi,Brands / products / companies,Aml,0,unanswered
617,5865939244271581141_2,Sundanese,Cooking and food,Indonesian,0,indonesian
618,5865939224275812370_1,Javanese,Plants and animal,Indonesian,0,indonesian
619,5865743594274065189_0,Korean,Brands / products / companies,Indonesian,0,indonesian
620,5865939284276812453_0,Indonesian,People and everyday life,Indonesian,1,indonesian
621,5865925454278343716_0,Filipino,Public Figure and pop culture,Indonesian,0,indonesian
622,5865939264279727106_0,Indonesian,Objects / materials / clothing,Indonesian,1,indonesian
623,5865939274279510553_1,Indonesian,Public Figure and pop culture,Javanese,0,javanese
624,5865939224277019300_0,Sundanese,Cooking and food,Indonesian,0,indonesian
625,5948826606362923652_1,Japanese,Traditions / art / history,Japanese,1,japanese
626,5865784474274838203_2,Mongolian,Plants and animal,Indonesian,0,indonesian
627,5865925444274604481_0,Filipino,People and everyday life,Indonesian,0,indonesian
628,5865752674271105659_2,Malay,Plants and animal,Indonesian,0,indonesian
629,5865939224275596310_1,Sundanese,Public Figure and pop culture,Filipino,0,filipino
630,5865910674273371038_1,Chinese,Public Figure and pop culture,Chinese,1,chinese
631,5919326634279016929_0,Minangkabau,Brands / products / companies,Indonesian,0,indonesian
632,5920943054274239219_1,Urdu,Traditions / art / history,Urdu,1,urdu
633,5879911028653106919_1,Bengali,Public Figure and pop culture,Tamil,0,tamil
634,5920593844275805534_0,Tamil,Plants and animal,Minangkabau,0,minangkabau
635,5865940244277016196_1,Urdu,People and everyday life,Japanese,0,japanese
636,5872152905347061680_0,Bengali,Traditions / art / history,Indian,0,unanswered
637,5865940204276759617_1,Urdu,Public Figure and pop culture,Minangkabau,0,minangkabau
638,5865687704276001832_0,Bengali,Brands / products / companies,Tamil,0,tamil
639,5920942824278014421_1,Telugu,Vehicles and Transportation,Minangkabau,0,minangkabau
640,5865910674272329281_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
641,5919326634276757983_1,Minangkabau,People and everyday life,Indonesian,0,indonesian
642,5865910674276140013_0,Chinese,Traditions / art / history,Chinese,1,chinese
643,5865941064275453977_1,Chinese,Cooking and food,Indonesian,0,indonesian
644,5920942824273066974_1,Telugu,Brands / products / companies,Aml,0,unanswered
645,5865752664276876513_0,Malay,Objects / materials / clothing,Minangkabau,0,minangkabau
646,5865687714273027689_1,Bengali,Traditions / art / history,"The image best represents the culture of the Minangkabau people. The man is wearing a traditional Minangkabau hat, which",0,minangkabau
647,5919991144278435745_1,Japanese,Cooking and food,Japanese,1,japanese
648,5919326634277539777_1,Minangkabau,Cooking and food,"The image best represents the Bengali culture, as it features a variety of vegetable dishes, including a dish with carrots and a",0,bengali
649,5865910684277178595_0,Chinese,Cooking and food,Indonesian,0,indonesian
650,5920942824279413648_2,Telugu,Traditions / art / history,Minangkabau,0,minangkabau
651,5919991134274775659_0,Japanese,Public Figure and pop culture,Indonesian,0,indonesian
652,5865743594273194106_0,Korean,Vehicles and Transportation,Korean,1,korean
653,5865743574275828431_0,Korean,Brands / products / companies,Korean,1,korean
654,5865910694271174498_0,Chinese,Traditions / art / history,Chinese,1,chinese
655,5920943054275704684_0,Urdu,Vehicles and Transportation,Indonesian,0,indonesian
656,5865784464279120216_1,Mongolian,Public Figure and pop culture,"The image best represents the culture of the Chinese people. The man is wearing a suit and tie, which is a common attire in Chinese business",0,chinese
657,5920593594273181073_0,Hindi,Sports and recreation,Indian,0,unanswered
658,5865752664279122066_1,Malay,Vehicles and Transportation,Minangkabau,0,minangkabau
659,5865939224274921551_2,Javanese,Objects / materials / clothing,Indonesian,0,indonesian
660,5865940254279215725_0,Urdu,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are known for their distinctive headwear called ""pintu",0,minangkabau
661,6028345764275089009_1,Marathi,People and everyday life,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The woman in",0,indonesian
662,5865939264273898963_0,Indonesian,Geography / buildings / landmarks,Indonesian,1,indonesian
663,5919991134278627244_0,Japanese,Traditions / art / history,Japanese,1,japanese
664,5922686065417118478_0,Sinhala,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The tall white",0,indonesian
665,5865925454271700718_2,Filipino,Brands / products / companies,Indonesian,0,indonesian
666,5865940244271609338_1,Urdu,People and everyday life,Indonesian,0,indonesian
667,5920593594279170230_1,Hindi,Cooking and food,Tamil,0,tamil
668,5865743584278488292_1,Korean,Public Figure and pop culture,The image best represents the culture of the Korean people.,1,korean
669,5865752674271490340_0,Malay,Traditions / art / history,Chinese,0,chinese
670,5920593594279022343_0,Hindi,Public Figure and pop culture,Indian,0,unanswered
671,5920942824278193249_0,Telugu,Geography / buildings / landmarks,Indian,0,unanswered
672,5922905015411700398_0,Sinhala,Public Figure and pop culture,Tamil,0,tamil
673,5865939234277346174_2,Javanese,Traditions / art / history,Indonesian,0,indonesian
674,5865752674274617852_0,Malay,Geography / buildings / landmarks,Indonesian,0,indonesian
675,5865939264273002683_0,Javanese,Traditions / art / history,Indonesian,0,indonesian
676,5865940244275115975_0,Urdu,Cooking and food,Indonesian,0,indonesian
677,5865910664272956357_0,Chinese,Traditions / art / history,Japanese,0,japanese
678,5865910664279066936_1,Chinese,Traditions / art / history,Indonesian,0,indonesian
679,5920593854272518895_1,Tamil,Cooking and food,"The image best represents the culture of the Minangkabau people, who are known for their spicy and flavorful cuisine.",0,minangkabau
680,5865784464279850640_1,Mongolian,Vehicles and Transportation,Indonesian,0,indonesian
681,5865939274278571908_1,Indonesian,Public Figure and pop culture,Javanese,0,javanese
682,5922702995411732322_0,Sinhala,Plants and animal,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The bear is",0,indonesian
683,5878705002119761083_1,Bengali,Geography / buildings / landmarks,Minangkabau,0,minangkabau
684,5865939254275291341_0,Indonesian,People and everyday life,Minangkabau,0,minangkabau
685,5865940244274066894_1,Urdu,Objects / materials / clothing,Indonesian,0,indonesian
686,5865939214273399065_2,Sundanese,Objects / materials / clothing,Indonesian,0,indonesian
687,5920942834275966334_1,Telugu,Traditions / art / history,Indian,0,unanswered
688,5919991134272049218_1,Japanese,Objects / materials / clothing,Indonesian,0,indonesian
689,5865939244272922213_1,Sundanese,Cooking and food,Indonesian,0,indonesian
690,5865939254274548565_0,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
691,5899916152746916413_0,Minangkabau,Cooking and food,Minangkabau,1,minangkabau
692,5920593834277699378_1,Tamil,Public Figure and pop culture,The image best represents the Bengali culture.,0,bengali
693,5865784464273661879_0,Mongolian,Plants and animal,"The image best represents the culture of the Minangkabau people, who are an ethnic group native to the Indonesian island of Sumatra",0,indonesian
694,5865940254278945279_1,Urdu,Cooking and food,Indonesian,0,indonesian
695,5865939224277087532_0,Javanese,Vehicles and Transportation,Indonesian,0,indonesian
696,5865939214272019378_0,Sundanese,Cooking and food,Indonesian,0,indonesian
697,5865687714278226255_1,Bengali,Cooking and food,Indonesian,0,indonesian
698,5948825686361576639_0,Japanese,People and everyday life,Japanese,1,japanese
699,5865687714278194211_0,Bengali,Public Figure and pop culture,"The image best represents the culture of the Indonesian people. The presence of a large statue of a man pointing upwards, along with the surrounding landscape",0,indonesian
700,5865941054277052149_1,Chinese,Public Figure and pop culture,"The image best represents the Javanese culture. The man is wearing a green jacket, which is a traditional color in Javanese culture",0,javanese
701,5865752664275724232_1,Malay,Cooking and food,Indonesian,0,indonesian
702,5920942824273788664_2,Telugu,Cooking and food,Indonesian,0,indonesian
703,5865687704275894395_1,Bengali,People and everyday life,Indian,0,unanswered
704,5922885495416557009_0,Sinhala,People and everyday life,Indonesian,0,indonesian
705,5865687724271839516_2,Bengali,Cooking and food,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The dish",0,indonesian
706,5865752664277060981_0,Malay,Objects / materials / clothing,Indonesian,0,indonesian
707,5899639252743683864_2,Minangkabau,Cooking and food,Indonesian,0,indonesian
708,5865784474273731688_0,Mongolian,Plants and animal,Indonesian,0,indonesian
709,5865743574271062023_1,Korean,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are an ethnic group native to the Indonesian island of Sumatra",0,indonesian
710,5920593604272577228_0,Hindi,Cooking and food,Indonesian,0,indonesian
711,5865940244277951884_0,Urdu,Brands / products / companies,Indonesian,0,indonesian
712,5920593724275943597_1,Marathi,Cooking and food,Tamil,0,tamil
713,5865752664274256646_1,Malay,Traditions / art / history,Minangkabau,0,minangkabau
714,5865910684279851445_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
715,5865940254277119369_1,Urdu,Plants and animal,"The image best represents the culture of the Minangkabau people, who are known for their traditional way of life and their close relationship with nature",0,minangkabau
716,5865939264275046740_1,Indonesian,Traditions / art / history,Indonesian,1,indonesian
717,5865941064274532434_1,Chinese,Geography / buildings / landmarks,"The image best represents the culture of the Chinese people. The statue of a lion spraying water is a common symbol in Chinese culture, often",1,chinese
718,5920593724277813787_0,Marathi,Traditions / art / history,"The image best represents the culture of the Minangkabau people, who are known for their intricate carvings and decorative elements.",0,minangkabau
719,5922635005413899263_0,Sinhala,Cooking and food,Indonesian,0,indonesian
720,5865687724277234380_1,Bengali,Plants and animal,"The image best represents the culture of the Hindu religion, as the statue is of a Hindu deity, Lord Krishna. The statue",0,unanswered
721,5865941044271841844_0,Chinese,People and everyday life,Minangkabau,0,minangkabau
722,5920942814273584832_0,Telugu,Vehicles and Transportation,Minangkabau,0,minangkabau
723,5920593594278226910_0,Hindi,Public Figure and pop culture,Indian,0,unanswered
724,5865939254271993859_1,Indonesian,Cooking and food,Indonesian,1,indonesian
725,5865752674277796098_0,Malay,Objects / materials / clothing,Indonesian,0,indonesian
726,5865687704278215099_2,Bengali,Public Figure and pop culture,"The image best represents the culture of the Indian subcontinent. The man in the picture has a beard and mustache, which are common fa",0,unanswered
727,5920943074277625697_1,Urdu,Cooking and food,Chinese,0,chinese
728,5920943054272757261_1,Urdu,Public Figure and pop culture,Indian,0,unanswered
729,5865939224274762645_2,Javanese,Cooking and food,Indonesian,0,indonesian
730,5865687714273570344_0,Bengali,Traditions / art / history,Indonesian,0,indonesian
731,5919991134279771714_0,Japanese,Objects / materials / clothing,Minangkabau,0,minangkabau
732,5865939274277170937_0,Indonesian,Vehicles and Transportation,Indonesian,1,indonesian
733,5920593724273806128_1,Marathi,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their traditional houses called ""rumah gadang""",0,minangkabau
734,5865939224276646235_1,Javanese,Vehicles and Transportation,Japanese,0,japanese
735,5865910664277576057_1,Chinese,Cooking and food,Indonesian,0,indonesian
736,5920593844277290844_0,Tamil,Objects / materials / clothing,"The image best represents the culture of the Minangkabau people, who are native to the Indonesian island of Sumatra. The man in",0,indonesian
737,5920942814277678994_1,Telugu,Traditions / art / history,"The image best represents the culture of the people of India, specifically the South Indian region. The man is wearing a yellow shirt, which is",0,unanswered
738,5865925444274628814_0,Filipino,Cooking and food,Minangkabau,0,minangkabau
739,5865743584275614353_0,Korean,Plants and animal,Indonesian,0,indonesian
740,5865752664279163407_0,Malay,Cooking and food,Minangkabau,0,minangkabau
741,5865925454274290712_2,Filipino,Geography / buildings / landmarks,"The image best represents the culture of the Minangkabau people, who are known for their unique architectural style and intricate carvings",0,minangkabau
742,5865743594272697734_1,Korean,Cooking and food,Indonesian,0,indonesian
743,5865743594272035978_1,Korean,Public Figure and pop culture,Korean,1,korean
