Unnamed: 0,ID,Culture,Category,output,pred,cleaned_output
502,5865743594277859406_0,Korean,Public Figure and pop culture,Japanese,0,japanese
503,5920943054277621953_1,Urdu,People and everyday life,"The image best represents a bustling market or bazaar, which is a common cultural and social setting in many countries around the world. The market is",0,unanswered
504,5865910674278360824_0,Chinese,Public Figure and pop culture,Japanese,0,japanese
505,5922773765417044057_0,Sinhala,Sports and recreation,"The image shows a group of people engaged in a lively outdoor activity, possibly a game or sport, with a focus on a person in the foreground actively",0,unanswered
506,5922649655418419320_0,Sinhala,Cooking and food,"The image best represents Bengali cuisine. The dish in the image appears to be biryani, a popular Bengali breakfast item.",0,bengali
507,5865940254278997557_1,Urdu,Plants and animal,Filipino,0,filipino
508,5865743584276567654_0,Korean,Traditions / art / history,Japanese,0,japanese
509,5865939274277779670_1,Javanese,Cooking and food,"- Pák
- Dhe
- Pák
- Dhe
- Pák
- Dhe
- Pák
- D",0,unanswered
510,5865939234274941532_0,Indonesian,Cooking and food,Filipino,0,filipino
511,5865925444274566274_0,Filipino,People and everyday life,"The image shows a variety of items, including but not limited to the scope of work.
- Javanese
- Filipino
- Minangkab",1,filipino
512,5920593844276047431_1,Tamil,Vehicles and Transportation,Bengali,0,bengali
513,5920593724278181109_0,Marathi,Plants and animal,Bengali,0,bengali
514,5865910694279356357_1,Chinese,Traditions / art / history,Chinese,1,chinese
515,5865910694278999189_0,Chinese,Traditions / art / history,Chinese,1,chinese
516,5922566305413085119_0,Sinhala,People and everyday life,"The image best represents ""Weaver.""",0,unanswered
517,5922873125418841030_0,Sinhala,Traditions / art / history,"The image best represents the **Carnival** culture. Carnival is known for its vibrant and festive celebrations, featuring participants in elaborate costumes and",0,unanswered
518,5865910674271072923_1,Chinese,Plants and animal,Chinese,1,chinese
519,5865939264275315210_1,Indonesian,Public Figure and pop culture,"- Filipino
- Tagalog
- Filipino
- Tagalog
- Filipino
- Filipino
- Tagalog
- Filipino
- Filipino
",0,filipino
520,5920593854274304708_2,Tamil,Traditions / art / history,The image best represents Bengali culture.,0,bengali
521,5920593834272144239_0,Tamil,Traditions / art / history,Bengali,0,bengali
522,5920593604274321076_0,Hindi,People and everyday life,"- Javanese
- Filipino
- Minangkabau
- Sundanese
- Chinese
- Marathi
- Telugu
-",0,filipino
523,5865784474273768540_0,Mongolian,Geography / buildings / landmarks,"The image best represents ""Bengali"".",0,bengali
524,5922679615413696168_1,Sinhala,Geography / buildings / landmarks,Sinhala,1,sinhala
525,5865925454273909607_1,Filipino,Public Figure and pop culture,The image represents the culture of the Philippines.,0,unanswered
526,5948826606362219847_0,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
527,5865784464278427068_0,Mongolian,Vehicles and Transportation,Javanese,0,javanese
528,5865752674273712867_1,Malay,Cooking and food,The image shows a group of items in a store. The items are arranged in rows on a shelf. The shelf is labeled with price tags. The,0,unanswered
529,5865939234276662728_0,Indonesian,Traditions / art / history,Japanese,0,japanese
530,5865752674279427922_0,Malay,Plants and animal,Indonesian,0,indonesian
531,5920593734272187230_0,Marathi,Geography / buildings / landmarks," ben Germany Germany by flags, on fest the U.S and rec charming European theme at the spices at Epc ter meticul, l true Bay, mounted",0,unanswered
532,5920943054271205496_1,Urdu,Public Figure and pop culture,"The image best represents a cultural or religious event, likely depicting a significant figure addressing a gathering or congregation. The setting appears to be indoors, with individuals",0,unanswered
533,5865784474272832131_0,Mongolian,Brands / products / companies,"The image shows a street scene with a sign that reads ""UNITEL"" in both English and other languages. The sign is located on a building",0,unanswered
534,5919991134276186469_0,Japanese,Sports and recreation,- Hindi,0,hindi
535,5865939234275602958_1,Javanese,Traditions / art / history,"The image shows a large, colorful, elaborate float adorned with an array of vibrant, multicolored, whimsical, fruits, vegetables,",0,unanswered
536,5865752684271388081_2,Malay,Geography / buildings / landmarks,"The image you provided is of a vibrant and colorful scene from a theme park. The sky is filled with clouds, and the ground is wet, indicating",0,unanswered
537,5920942824273955087_1,Telugu,Public Figure and pop culture,"The image best represents the **Asian** culture, which is a reference to Asian cultures.",0,unanswered
538,5865939224275912627_1,Javanese,Geography / buildings / landmarks,The image best represents **Indonesian**.,0,indonesian
539,6028345784279078968_0,Marathi,Geography / buildings / landmarks,Hindi,0,hindi
540,5922687575418946753_1,Sinhala,Geography / buildings / landmarks,Japanese,0,japanese
541,5865752684277132135_2,Malay,Cooking and food,The image shows a cup of coffee and a pastry.,0,unanswered
542,5865784464277650295_0,Mongolian,Vehicles and Transportation,This image shows a scene with a truck and a tractor making sand. The sky is blue and has clouds and the sun. The truck is blue and,0,unanswered
543,5920593594278847823_0,Hindi,Traditions / art / history,Hindi,1,hindi
544,5865939224277448714_0,Javanese,Cooking and food,The image best represents a dish from the Filipino culture.,0,filipino
545,5865910664277756736_0,Chinese,Geography / buildings / landmarks,Japanese,0,japanese
546,5865939254274795630_2,Indonesian,Cooking and food,Filipino,0,filipino
547,5865939244279477185_0,Javanese,Geography / buildings / landmarks,"- Filipino
- Minangkabau
- Telugu
- Sinh
- Minangkabau
- Telugu
- Chinese
",0,filipino
548,5865910674278792869_2,Chinese,Sports and recreation,"- Filipino
- Tagalog
- Filipino
- Minangkabau
- Sundanese
- Korean
- Indonesian
- Marathi
",0,indonesian
549,5865910674271796224_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
550,5865941044274525603_0,Chinese,Objects / materials / clothing,"- 24
- 2
- 2
- 2
- 2
- 2
- 2
-",0,unanswered
551,5920593604278496896_0,Hindi,Geography / buildings / landmarks,"- Sinhala
- Japanese
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- S",0,sinhala
552,5865939254272881559_1,Javanese,Geography / buildings / landmarks,"The image shows a series of tall, white columns with red brick-like text that reads ""Forever
- Public
- Forever
- Public
-",0,unanswered
553,5865939234274528267_1,Indonesian,Objects / materials / clothing,Javanese,0,javanese
554,5920593834278496132_0,Tamil,Public Figure and pop culture,"The image features three men standing together, with one man wearing white shirt and another man wearing black shirt. The background has a banner with text in Tamil",1,tamil
555,5920943064279276241_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
556,5865939274277725850_1,Indonesian,Plants and animal,Hindi,0,hindi
557,5865743574277847636_1,Korean,Public Figure and pop culture,"The image best represents ""Korean.""",1,korean
558,5865941054278310786_1,Chinese,Traditions / art / history,Chinese,1,chinese
559,5922699145413845050_2,Sinhala,Geography / buildings / landmarks,"- Javanese
- Filipino
- Minangk
- Telugu
- Sinhala
- Japanese
- Minangk
- Tel",0,filipino
560,5865939254273386675_0,Javanese,Cooking and food,Japanese,0,japanese
561,5919991144277447879_0,Japanese,Traditions / art / history,Japanese,1,japanese
562,5865910684278360283_0,Chinese,Geography / buildings / landmarks,- Chinese,1,chinese
563,5900301049933226727_0,Minangkabau,Geography / buildings / landmarks,-,0,unanswered
564,5920943054274175232_0,Urdu,Cooking and food,Chinese,0,chinese
565,5865910674271705429_0,Chinese,Objects / materials / clothing,"It seems like the sky,
- A rainbow,
- A spectrum,
- Of colors,
- In profusion,
- Bright,
- And hues,
",0,unanswered
566,5865687714277561307_0,Bengali,Cooking and food,Bengali,1,bengali
567,5865940254279914730_0,Urdu,Geography / buildings / landmarks,The image best represents **Indian** culture.,0,unanswered
568,5920593834274550467_0,Tamil,Sports and recreation,"
The
TheA@ different yellow and andChildren
The image TechThe image wsThe, various k children and games In a Open,",0,unanswered
569,5920593594276958914_1,Hindi,Traditions / art / history,Bengali,0,bengali
570,5865939204274230459_1,Sundanese,Geography / buildings / landmarks,"The image shows the entrance to a store, likely an IKEA, with a sign that reads ""Parkir Khusum Resto"". There",0,unanswered
571,5865939244274440311_1,Sundanese,Cooking and food,"The image best represents a variety of **Bibing** cuisine, which includes elements such as rice, vegetables, and sauces. It appears to",0,unanswered
572,5865939214279521422_1,Indonesian,Cooking and food,The image best represents Chinese culture.,0,chinese
573,5919326634272337278_0,Minangkabau,Cooking and food,"The image shows a bowl of **adobo** rice topped with a dark, savory sauce and garnished with pieces of meat and vegetables. This",0,unanswered
574,5865940254271355581_0,Urdu,People and everyday life,"The image depicts a heartwarming scene of two children and an adult fixing a yellow bicycle. The children, dressed in matching clothing, are watching as",0,unanswered
575,5865939254274770744_2,Indonesian,Plants and animal,The image best represents a **Bengalit**.,0,bengali
576,5865939264279886140_1,Javanese,People and everyday life,"The image shows a large, open courtyard-like area with buildings on three sides. The buildings have red-tiled roofs and windows. There is a tree",0,unanswered
577,5865784484277217447_0,Mongolian,Geography / buildings / landmarks,"This image shows a miniature version of a cityscape, including buildings, trees, and a statue of a wingedd bird in the center of",0,unanswered
578,5920593604272957118_0,Hindi,Geography / buildings / landmarks,"- 1
-- 2
-- 3
-- 4
-- 5
-- 6
-",0,unanswered
579,5865687704276311339_0,Bengali,Cooking and food,"The image best represents ""Turmericada"" in the given options.",0,unanswered
580,5865910664277614074_0,Chinese,Geography / buildings / landmarks,The image best represents the **Chinese** flag.,1,chinese
581,5865925454276456803_1,Filipino,Traditions / art / history,"- J
- Mar
- J
- J
- J
- J
- J
- J
- J
- J
",0,unanswered
582,5865687714276341806_1,Bengali,Geography / buildings / landmarks,The image shows a miniature model of a mosque with a blue sky. The mosque is adorned with a minaret and a green light. The mosque,0,unanswered
583,5865752674273163532_2,Malay,Cooking and food,- Indonesian,0,indonesian
584,5920593854278209269_0,Tamil,Geography / buildings / landmarks,"The image depicts
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S",0,unanswered
585,5922576705417380244_1,Sinhala,Objects / materials / clothing,The image best represents the **Filipino** culture.,0,filipino
586,5920942814276264006_0,Telugu,People and everyday life,Indonesian,0,indonesian
587,5865939254276469916_0,Javanese,Cooking and food,"The image best represents ""Japanese"" as one of the options listed.",0,japanese
588,5919991124273286548_1,Japanese,Public Figure and pop culture,Japanese,1,japanese
589,5865939254277251588_1,Indonesian,Cooking and food,Indonesian,1,indonesian
590,5919991134271265432_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
591,5865939214274059742_0,Sundanese,Traditions / art / history,"- Malay
- Sinhala
- Sinhala
- Sinhala. One of the parade
-- Sinhala
-",0,malay
592,5919326634273377469_2,Minangkabau,Cooking and food,Indonesian,0,indonesian
593,5865752664277720994_1,Malay,People and everyday life,"The image depicts a vibrant and lively scene from a cultural event, likely representing an Asian culture. The presence of numerous children in traditional attire, colorful costumes",0,unanswered
594,5865743584275264977_1,Korean,Plants and animal,Japanese,0,japanese
595,5920942814279305820_0,Telugu,Cooking and food,Chinese,0,chinese
596,5865784454276272770_2,Mongolian,Objects / materials / clothing,"The image best represents **Bengali** culture.

Bengali is a traditional folk dance and music festival held annually in Bulgaria. The festival features",0,bengali
597,5919991144275681369_1,Japanese,Cooking and food,Japanese,1,japanese
598,5899596402746335135_2,Minangkabau,Traditions / art / history,The image best represents the Filipino culture.,0,filipino
599,5865941054279487055_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
600,5920943054273021825_1,Urdu,People and everyday life,"The image best represents ""Filipino"".",0,filipino
601,5865939264271422821_2,Indonesian,Cooking and food,Japanese,0,japanese
602,5920593604271461096_0,Hindi,Traditions / art / history,This image depicts a vibrant and colorful scene from a parade float in a city.,0,unanswered
603,5920942814271927911_1,Telugu,Cooking and food,Japanese,0,japanese
604,5920942834273010816_1,Telugu,Plants and animal,Hindi,0,hindi
605,5865752684275090473_0,Malay,Cooking and food,"- Minangkabau
- Filipino
- Minangkab
- Sinhala
- Minangkab
- Minangkab
-",0,filipino
606,5865743594277884410_1,Korean,Cooking and food,Japanese,0,japanese
607,5878724352112169375_2,Bengali,Public Figure and pop culture,- Bengali,1,bengali
608,5865939224277569381_1,Indonesian,Public Figure and pop culture,Filipino,0,filipino
609,5919991144278201472_0,Japanese,Cooking and food,"The image shows a carefully arranged assortment of food and drink items on a wooden table. The food includes various dishes such as a bowl of fruit,",0,unanswered
610,5900304209932381404_2,Minangkabau,Traditions / art / history,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
",0,javanese
611,5865687714278445010_0,Bengali,Cooking and food,"- Malay
- Marathi
- Sinhala
- Marathi
- Sinhala
- Marathi
- Sinhala
",0,malay
612,5865752674273146740_2,Malay,People and everyday life,"The image shows a group of people, including a child, gathered outdoors, celebrating an event. The child is wearing a pink outfit and has bow in",0,unanswered
613,5865784474278856453_2,Mongolian,Geography / buildings / landmarks,"The image best represents a person sitting in front of a large, white, pyramid-shaped structure with a detailed drawing of a robed figure holding a heart",0,unanswered
614,5865910674272852596_1,Chinese,Traditions / art / history,"The image best represents a sculpture of a human head, focusing on the detailed texture and features of the ear and the side profile of the face. The",0,unanswered
615,5919326634274492718_0,Minangkabau,Objects / materials / clothing,Chinese,0,chinese
616,5920593594275858662_1,Hindi,Brands / products / companies,"The image shows a group of people, some of whom are blurred, and it is difficult to identify the specific objects in the image.",0,unanswered
617,5865939244271581141_2,Sundanese,Cooking and food,The image best represents **Japanese** culture.,0,japanese
618,5865939224275812370_1,Javanese,Plants and animal,Bengal,0,unanswered
619,5865743594274065189_0,Korean,Brands / products / companies,"The image features a collection of playful and whimsical stickers depicting various characters from the animated film ""Inside Out"". These stickers are designed in",0,unanswered
620,5865939284276812453_0,Indonesian,People and everyday life,The image shows three individuals standing on a bench with a checkered pattern floor. The individuals are dressed in colorful and casual clothing. One person is bending,0,unanswered
621,5865925454278343716_0,Filipino,Public Figure and pop culture,The image best represents the Chinese culture.,0,chinese
622,5865939264279727106_0,Indonesian,Objects / materials / clothing,Chinese,0,chinese
623,5865939274279510553_1,Indonesian,Public Figure and pop culture,Japanese,0,japanese
624,5865939224277019300_0,Sundanese,Cooking and food,"The image shows a hand holding a small, white. 
- It's a paper bag, with two. 
- Small, white.",0,unanswered
625,5948826606362923652_1,Japanese,Traditions / art / history,Minangkabau,0,minangkabau
626,5865784474274838203_2,Mongolian,Plants and animal,Japanese,0,japanese
627,5865925444274604481_0,Filipino,People and everyday life,Filipino,1,filipino
628,5865752674271105659_2,Malay,Plants and animal,Japanese,0,japanese
629,5865939224275596310_1,Sundanese,Public Figure and pop culture,Japanese,0,japanese
630,5865910674273371038_1,Chinese,Public Figure and pop culture,The image best represents Chinese culture.,1,chinese
631,5919326634279016929_0,Minangkabau,Brands / products / companies,"- Filipino
- Minangkabau
- Sundanese
- Filipino
- Minangkabau
- Sundanese
- Filipino
-",0,filipino
632,5920943054274239219_1,Urdu,Traditions / art / history,The image best represents Indian culture.,0,unanswered
633,5879911028653106919_1,Bengali,Public Figure and pop culture,The image best represents Bengali culture.,1,bengali
634,5920593844275805534_0,Tamil,Plants and animal,- Indonesian,0,indonesian
635,5865940244277016196_1,Urdu,People and everyday life,"- Filipino
- Marathi
- Filipino
- Sinhala
- Filipino
- Sinhala
- Filipino
- Marathi
",0,filipino
636,5872152905347061680_0,Bengali,Traditions / art / history,Hindi,0,hindi
637,5865940204276759617_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
638,5865687704276001832_0,Bengali,Brands / products / companies,Japanese,0,japanese
639,5920942824278014421_1,Telugu,Vehicles and Transportation,- 1967,0,unanswered
640,5865910674272329281_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
641,5919326634276757983_1,Minangkabau,People and everyday life,"The image shows a group of people gathered around a table, with their hands stacked on top of each other's fingers, forming a heart shape. The",0,unanswered
642,5865910674276140013_0,Chinese,Traditions / art / history,The image shows a statue of a person holding a bowl. The statue is made of stone and is located in a room with a high ceiling. The,0,unanswered
643,5865941064275453977_1,Chinese,Cooking and food,Japanese,0,japanese
644,5920942824273066974_1,Telugu,Brands / products / companies,"The image shows a group of people, some of whom are blurred, and it is difficult to identify the specific objects in the image.",0,unanswered
645,5865752664276876513_0,Malay,Objects / materials / clothing,Japanese,0,japanese
646,5865687714273027689_1,Bengali,Traditions / art / history,"The image shows a person dressed in a traditional outfit, likely from a cultural event or festival. The person's face is blurred for privacy. The setting",0,unanswered
647,5919991144278435745_1,Japanese,Cooking and food,The image best represents Japanese culture.,1,japanese
648,5919326634277539777_1,Minangkabau,Cooking and food,"[image]
[200000000. To make the most amazing food, in a
[20000",0,unanswered
649,5865910684277178595_0,Chinese,Cooking and food,Japanese,0,japanese
650,5920942824279413648_2,Telugu,Traditions / art / history,Hindi,0,hindi
651,5919991134274775659_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
652,5865743594273194106_0,Korean,Vehicles and Transportation,Japanese,0,japanese
653,5865743574275828431_0,Korean,Brands / products / companies,"- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Marathi
- Mar",0,marathi
654,5865910694271174498_0,Chinese,Traditions / art / history,Chinese,1,chinese
655,5920943054275704684_0,Urdu,Vehicles and Transportation,Indonesian,0,indonesian
656,5865784464279120216_1,Mongolian,Public Figure and pop culture,Chinese,0,chinese
657,5920593594273181073_0,Hindi,Sports and recreation, These individuals are playing a game of badminton.,0,unanswered
658,5865752664279122066_1,Malay,Vehicles and Transportation,Japanese,0,japanese
659,5865939224274921551_2,Javanese,Objects / materials / clothing,"- Маль.
- Мали.
- 2570
- 2560.
- 2570.
-",0,unanswered
660,5865940254279215725_0,Urdu,Objects / materials / clothing,Hindi,0,hindi
661,6028345764275089009_1,Marathi,People and everyday life,Japanese,0,japanese
662,5865939264273898963_0,Indonesian,Geography / buildings / landmarks,"The image best represents ""Bengali.""",0,bengali
663,5919991134278627244_0,Japanese,Traditions / art / history,Japanese,1,japanese
664,5922686065417118478_0,Sinhala,Geography / buildings / landmarks,Japanese,0,japanese
665,5865925454271700718_2,Filipino,Brands / products / companies,- Javanese,0,javanese
666,5865940244271609338_1,Urdu,People and everyday life,"This image depicts a scene from a market, possibly in a fishing village. The central figure, a fisherman, wearing a raincoat, is",0,unanswered
667,5920593594279170230_1,Hindi,Cooking and food,The image best represents the Filipino culture.,0,filipino
668,5865743584278488292_1,Korean,Public Figure and pop culture,Japanese,0,japanese
669,5865752674271490340_0,Malay,Traditions / art / history,Chinese,0,chinese
670,5920593594279022343_0,Hindi,Public Figure and pop culture,Hindi,1,hindi
671,5920942824278193249_0,Telugu,Geography / buildings / landmarks,Hindi,0,hindi
672,5922905015411700398_0,Sinhala,Public Figure and pop culture,The image best represents the culture of this individual is Bengali.,0,bengali
673,5865939234277346174_2,Javanese,Traditions / art / history,The image shows a unique and intricate structure made from numerous brown objects that resemble croquet. This installation is likely designed to create a sense visual and tactile,0,unanswered
674,5865752674274617852_0,Malay,Geography / buildings / landmarks,Malay,1,malay
675,5865939264273002683_0,Javanese,Traditions / art / history,Japanese,0,japanese
676,5865940244275115975_0,Urdu,Cooking and food,Bengali,0,bengali
677,5865910664272956357_0,Chinese,Traditions / art / history,The image best represents Chinese culture.,1,chinese
678,5865910664279066936_1,Chinese,Traditions / art / history,Chinese,1,chinese
679,5920593854272518895_1,Tamil,Cooking and food,"- Hindi
- Japanese
- Hindi
- Japanese
- Sinhala
- Japanese
- Sinhala
- Japanese
- S",0,hindi
680,5865784464279850640_1,Mongolian,Vehicles and Transportation,Japanese,0,japanese
681,5865939274278571908_1,Indonesian,Public Figure and pop culture,Filipino,0,filipino
682,5922702995411732322_0,Sinhala,Plants and animal,Japanese,0,japanese
683,5878705002119761083_1,Bengali,Geography / buildings / landmarks,"- Sinhala
- Sinhala
- Sinhala
-- Sinhala
- Sinhala
-- Sinh",0,sinhala
684,5865939254275291341_0,Indonesian,People and everyday life,"- 12
- 13
- 14
- 15
- 16
- 17
",0,unanswered
685,5865940244274066894_1,Urdu,Objects / materials / clothing,"The image depicts a person sitting on the ground with various household items spread out before them. This includes mugs, a blanket, and other miscell",0,unanswered
686,5865939214273399065_2,Sundanese,Objects / materials / clothing,"- Маль.
- Мали.
- 2570
- 2560.
- 2570.
-",0,unanswered
687,5920942834275966334_1,Telugu,Traditions / art / history,Bengali,0,bengali
688,5919991134272049218_1,Japanese,Objects / materials / clothing,Japanese,1,japanese
689,5865939244272922213_1,Sundanese,Cooking and food,The image best represents the **Japanese** culture. This is evident from the presentation style and the inclusion of wasabi (Japanese horseradish) in,0,japanese
690,5865939254274548565_0,Javanese,Geography / buildings / landmarks,Japanese,0,japanese
691,5899916152746916413_0,Minangkabau,Cooking and food,Malay,0,malay
692,5920593834277699378_1,Tamil,Public Figure and pop culture,"The image best represents the **Asian** culture, which is a reference to Asian cultures.",0,unanswered
693,5865784464273661879_0,Mongolian,Plants and animal,Japanese,0,japanese
694,5865940254278945279_1,Urdu,Cooking and food,The image best represents a Bengali culture.,0,bengali
695,5865939224277087532_0,Javanese,Vehicles and Transportation,Japanese,0,japanese
696,5865939214272019378_0,Sundanese,Cooking and food,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
",0,javanese
697,5865687714278226255_1,Bengali,Cooking and food,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
",0,unanswered
698,5948825686361576639_0,Japanese,People and everyday life,Chinese,0,chinese
699,5865687714278194211_0,Bengali,Public Figure and pop culture,The image shows a large statue of a person pointing towards the sky. The statue is surrounded by lush green trees and is near a body of water,0,unanswered
700,5865941054277052149_1,Chinese,Public Figure and pop culture,Filipino,0,filipino
701,5865752664275724232_1,Malay,Cooking and food,Japanese,0,japanese
702,5920942824273788664_2,Telugu,Cooking and food,Chinese,0,chinese
703,5865687704275894395_1,Bengali,People and everyday life,"The image best represents a vibrant and colorful celebration of Holi, a significant cultural festival observed by various Asian communities. The event is marked by participants dressed",0,unanswered
704,5922885495416557009_0,Sinhala,People and everyday life,,0,unanswered
705,5865687724271839516_2,Bengali,Cooking and food,"The image best represents ""Bengali.""",1,bengali
706,5865752664277060981_0,Malay,Objects / materials / clothing,Javanese,0,javanese
707,5899639252743683864_2,Minangkabau,Cooking and food,The image depicts a bowl of **Bibingka** placed on a tablecloth with a purple and gold checkered tablecloth.,0,unanswered
708,5865784474273731688_0,Mongolian,Plants and animal,Mongolian,1,mongolian
709,5865743574271062023_1,Korean,Objects / materials / clothing,Japanese,0,japanese
710,5920593604272577228_0,Hindi,Cooking and food,"The image best represents **Japanese** culture. The dish in the image appears to be a type of Japanese food, likely a savory or pancake",0,japanese
711,5865940244277951884_0,Urdu,Brands / products / companies,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
",0,unanswered
712,5920593724275943597_1,Marathi,Cooking and food,The image best represents the Filipino culture.,0,filipino
713,5865752664274256646_1,Malay,Traditions / art / history,Indonesian,0,indonesian
714,5865910684279851445_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
715,5865940254277119369_1,Urdu,Plants and animal,Japanese,0,japanese
716,5865939264275046740_1,Indonesian,Traditions / art / history,Bengali,0,bengali
717,5865941064274532434_1,Chinese,Geography / buildings / landmarks,- Malay,0,malay
718,5920593724277813787_0,Marathi,Traditions / art / history,"The image depicts an intricate and elaborate sculpture or artwork, likely made of materials such as wood or stone, featuring a large, ornate wheel with various",0,unanswered
719,5922635005413899263_0,Sinhala,Cooking and food,Indonesian,0,indonesian
720,5865687724277234380_1,Bengali,Plants and animal,The image best represents **Hindu** culture.,0,unanswered
721,5865941044271841844_0,Chinese,People and everyday life,"- 
- 1
- 1
- 1
- 1
- 1
- 1
- 1",0,unanswered
722,5920942814273584832_0,Telugu,Vehicles and Transportation,"The image shows a scene from a movie set, possibly related to a war theme or a historical event. It features two large, rusted, military",0,unanswered
723,5920593594278226910_0,Hindi,Public Figure and pop culture,"The image best represents ""Bengali.""",0,bengali
724,5865939254271993859_1,Indonesian,Cooking and food,The image best represents a dish from the Filipino culture.,0,filipino
725,5865752674277796098_0,Malay,Objects / materials / clothing,The image best represents the Bengali culture.,0,bengali
726,5865687704278215099_2,Bengali,Public Figure and pop culture,Japanese,0,japanese
727,5920943074277625697_1,Urdu,Cooking and food,"The image shows a colorful array of drinks in cups, each filled with different colored layers of flavored syrup and topped with candy. The drinks are arranged",0,unanswered
728,5920943054272757261_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
729,5865939224274762645_2,Javanese,Cooking and food,The image shows a type of food called **Monkey Bread**. It is a sweet bread topped with caramelized sugar and served in a red plate,0,unanswered
730,5865687714273570344_0,Bengali,Traditions / art / history,Indonesian,0,indonesian
731,5919991134279771714_0,Japanese,Objects / materials / clothing,Japanese,1,japanese
732,5865939274277170937_0,Indonesian,Vehicles and Transportation,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
",0,sinhala
733,5920593724273806128_1,Marathi,Geography / buildings / landmarks,Chinese,0,chinese
734,5865939224276646235_1,Javanese,Vehicles and Transportation,Japanese,0,japanese
735,5865910664277576057_1,Chinese,Cooking and food,"The image best represents a bowl of food, specifically. This dish appears to be a type of soup or hot pot, featuring ingredients like tofu,",0,unanswered
736,5920593844277290844_0,Tamil,Objects / materials / clothing,Japanese,0,japanese
737,5920942814277678994_1,Telugu,Traditions / art / history,Bengali,0,bengali
738,5865925444274628814_0,Filipino,Cooking and food,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
",0,sinhala
739,5865743584275614353_0,Korean,Plants and animal,Japanese,0,japanese
740,5865752664279163407_0,Malay,Cooking and food,- Indonesian,0,indonesian
741,5865925454274290712_2,Filipino,Geography / buildings / landmarks,Indonesian,0,indonesian
742,5865743594272697734_1,Korean,Cooking and food,Japanese,0,japanese
743,5865743594272035978_1,Korean,Public Figure and pop culture,Japanese,0,japanese
744,5920593714276980809_1,Marathi,Sports and recreation,"The image depicts a traditional bull-taming event, likely from a culture that involves the capture and handling of a bull in a competitive or ceremonial manner.",0,unanswered
745,5920593724274254572_1,Marathi,Objects / materials / clothing,Japanese,0,japanese
746,6028345784273405022_0,Marathi,Plants and animal,The image best represents a **Bengali**.,0,bengali
747,5865939264276461633_1,Javanese,Cooking and food,"The image shows a cup of coffee and two eggs on a table. The cup of coffee is placed on a saucer, and the eggs are in",0,unanswered
748,5920942834271186919_1,Telugu,Geography / buildings / landmarks,Marathi,0,marathi
749,5922704515411974146_0,Sinhala,Plants and animal,Japanese,0,japanese
750,5865910694275843511_0,Chinese,Cooking and food,The image best represents Chinese culture.,1,chinese
751,5922677835411535509_0,Sinhala,Geography / buildings / landmarks,The image best represents Bengali culture.,0,bengali
752,5865910664278138109_0,Chinese,Plants and animal,Bengali,0,bengali
753,5878714682111087641_1,Bengali,Geography / buildings / landmarks,Hindi,0,hindi
754,5865752664274428468_1,Malay,Public Figure and pop culture,Japanese,0,japanese
755,5919991134279239861_0,Japanese,Brands / products / companies,This image best represents the options below.,0,unanswered
756,5920593604272478631_0,Hindi,Traditions / art / history,".
",0,unanswered
757,5865752664273499823_2,Malay,Public Figure and pop culture,Malay,1,malay
758,5922879455419375286_0,Sinhala,People and everyday life,Japanese,0,japanese
759,5865687714276480030_1,Bengali,Cooking and food,Japanese,0,japanese
760,5865939254279304091_0,Indonesian,People and everyday life,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
",0,sinhala
761,5865939234273522702_1,Indonesian,Objects / materials / clothing,"- 2
- 2
- 2
- 2
- 2
- 2
- 2
- ",0,unanswered
762,5920942824277252315_1,Telugu,Brands / products / companies,The image best represents **Indonesian** culture.,0,indonesian
763,5865939224274315186_0,Javanese,People and everyday life,"- 2
- 2
- 2
- 2
- 2
- 2
- 2
- ",0,unanswered
764,6028345764275765505_0,Marathi,Public Figure and pop culture,"The image features three men standing together, with one man wearing white shirt and another man wearing black shirt. The background has a banner with text in Tamil",0,tamil
765,5865941044271349511_0,Chinese,Cooking and food,"A bowl of steaming noodles soup, featuring poached eggs, fried chicken, and vegetables in a green bowl. The soup is served in a",0,unanswered
766,5920942834277618806_0,Telugu,Cooking and food,The image best represents **Japanese** culture.,0,japanese
767,5920593844272960142_0,Tamil,Cooking and food,The image represents a bowl of **Bengali**.,0,bengali
