Unnamed: 0,ID,Culture,Category,output,pred,cleaned_output
368,5865940254274691673_1,Urdu,People and everyday life,Bengali,0,bengali
369,5865743584279425144_0,Korean,Geography / buildings / landmarks,Korean,1,korean
370,5865939244274477598_1,Indonesian,Plants and animal,Javanese,0,javanese
371,5865910674275661528_2,Chinese,People and everyday life,Chinese,1,chinese
372,5865939224279439497_1,Javanese,People and everyday life,Indonesian,0,indonesian
373,5920943054275624777_0,Urdu,Cooking and food,Bengali,0,bengali
374,5899597962745689198_1,Minangkabau,Traditions / art / history,Malay,0,malay
375,5865940244277931487_1,Urdu,People and everyday life,Urdu,1,urdu
376,5865939244273933143_1,Javanese,Vehicles and Transportation,Malay,0,malay
377,5872173585349329953_0,Bengali,Objects / materials / clothing,Bengali,1,bengali
378,5865910674276024254_0,Chinese,Cooking and food,Chinese,1,chinese
379,5865939274275435428_0,Indonesian,Plants and animal,Indonesian,1,indonesian
380,5920943054271561268_1,Urdu,Public Figure and pop culture,Bengali,0,bengali
381,5920593594271459840_1,Hindi,Plants and animal,Bengali,0,bengali
382,5865784464271635511_1,Mongolian,Vehicles and Transportation,Mongolian,1,mongolian
383,5919991134274335442_1,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
384,5919991134271874543_1,Japanese,Traditions / art / history,Japanese,1,japanese
385,5865939254274955590_0,Indonesian,Cooking and food,Filipino,0,filipino
386,5920593844279717867_1,Tamil,Public Figure and pop culture,Hindi,0,hindi
387,5865910664273406671_1,Chinese,Traditions / art / history,Chinese,1,chinese
388,5865784474275083173_1,Mongolian,Plants and animal,Mongolian,1,mongolian
389,5920942824273086457_0,Telugu,Vehicles and Transportation,Bengali,0,bengali
390,5865925444279409026_0,Filipino,Plants and animal,Filipino,1,filipino
391,5865939264271256956_0,Javanese,Traditions / art / history,Javanese,1,javanese
392,5865752674277491865_0,Malay,Geography / buildings / landmarks,Malay,1,malay
393,5922856955415142465_0,Sinhala,Traditions / art / history,Sinhala,1,sinhala
394,5872166835347945312_2,Bengali,Brands / products / companies,Hindi,0,hindi
395,5865784484275545974_0,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
396,5865940244274663545_1,Urdu,Brands / products / companies,Urdu,1,urdu
397,5922782045415522588_0,Sinhala,Traditions / art / history,Sinhala,1,sinhala
398,5865784474277301394_0,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
399,5865784464278457220_0,Mongolian,People and everyday life,Mongolian,1,mongolian
400,5865752684279602360_1,Malay,Geography / buildings / landmarks,Malay,1,malay
401,5919326634273359653_0,Minangkabau,Traditions / art / history,Malay,0,malay
402,5865939214278203054_0,Sundanese,Geography / buildings / landmarks,Indonesian,0,indonesian
403,5919326634271788546_1,Minangkabau,Public Figure and pop culture,Korean,0,korean
404,5865910674278309641_2,Chinese,People and everyday life,Chinese,1,chinese
405,5922746675414775818_0,Sinhala,Brands / products / companies,Sinhala,1,sinhala
406,5919991134271774932_1,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
407,5920593604271959084_1,Hindi,Traditions / art / history,Telugu,0,telugu
408,5865743584271268159_0,Korean,Traditions / art / history,Japanese,0,japanese
409,5920943054279758429_1,Urdu,Public Figure and pop culture,Bengali,0,bengali
410,5920942824272006971_1,Telugu,Traditions / art / history,Bengali,0,bengali
411,5865939244278608492_1,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
412,5865752674274742261_1,Malay,Objects / materials / clothing,Bengali,0,bengali
413,5865939244279897173_2,Javanese,Objects / materials / clothing,Javanese,1,javanese
414,5865939244275678287_1,Javanese,Brands / products / companies,Chinese,0,chinese
415,5865752674274434958_1,Malay,Brands / products / companies,Malay,1,malay
416,5865752684272897382_2,Malay,Cooking and food,Chinese,0,chinese
417,5920593844272089946_1,Tamil,Plants and animal,Filipino,0,filipino
418,5865752674278527317_1,Malay,Traditions / art / history,Javanese,0,javanese
419,5865939234278245320_1,Indonesian,Traditions / art / history,Javanese,0,javanese
420,5899920872741658092_2,Minangkabau,Cooking and food,Sundanese,0,sundanese
421,5920593854273975259_1,Tamil,Geography / buildings / landmarks,Hindi,0,hindi
422,5920593714272987294_0,Marathi,Brands / products / companies,Hindi,0,hindi
423,5865925454279251071_1,Filipino,Objects / materials / clothing,Javanese,0,javanese
424,5920943064276042845_0,Urdu,People and everyday life,Marathi,0,marathi
425,5865939264278624705_2,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
426,5920593584278358540_1,Hindi,Public Figure and pop culture,Hindi,1,hindi
427,5865784464272392223_1,Mongolian,Brands / products / companies,Korean,0,korean
428,5865939224275479116_0,Javanese,Brands / products / companies,Indonesian,0,indonesian
429,5865939234279868683_0,Indonesian,Cooking and food,Indonesian,1,indonesian
430,5865941064272871259_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
431,5948825686366739344_0,Japanese,Traditions / art / history,Japanese,1,japanese
432,5865939274274664373_0,Indonesian,Public Figure and pop culture,Japanese,0,japanese
433,5865784474278697728_2,Mongolian,Brands / products / companies,Mongolian,1,mongolian
434,5920943054276216086_0,Urdu,Vehicles and Transportation,Indian,0,unanswered
435,5865784474271687109_0,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
436,5920593834278015260_0,Tamil,Vehicles and Transportation,Hindi,0,hindi
437,5865687704273533150_0,Bengali,Public Figure and pop culture,Hindi,0,hindi
438,5865687724275130974_0,Bengali,Cooking and food,Bengali,1,bengali
439,5865939224277122592_2,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
440,5865925454276404301_1,Filipino,Traditions / art / history,Javanese,0,javanese
441,5865910664277484903_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
442,5865752674276916808_1,Malay,Cooking and food,Malay,1,malay
443,5865925454271819943_0,Filipino,Traditions / art / history,Filipino,1,filipino
444,5865941054272852902_1,Chinese,Geography / buildings / landmarks,Malay,0,malay
445,5865939264271501416_0,Indonesian,Cooking and food,Indonesian,1,indonesian
446,5865687714271913483_0,Bengali,Geography / buildings / landmarks,Bengali,1,bengali
447,5865941054273117695_0,Chinese,Traditions / art / history,Malay,0,malay
448,5865939244279130690_2,Indonesian,Plants and animal,Malay,0,malay
449,5865752684276822254_1,Malay,Public Figure and pop culture,Filipino,0,filipino
450,5865752674274969728_0,Malay,Plants and animal,Malay,1,malay
451,5865939234274070323_1,Javanese,Cooking and food,Indonesian,0,indonesian
452,5865939244277446879_0,Indonesian,People and everyday life,Malay,0,malay
453,5865939264274020810_0,Javanese,Traditions / art / history,Javanese,1,javanese
454,5865940244271342598_0,Urdu,Cooking and food,Urdu,1,urdu
455,5920593834275139325_1,Tamil,Cooking and food,Bengali,0,bengali
456,5865925464279673969_0,Filipino,Geography / buildings / landmarks,Filipino,1,filipino
457,5920593724274419583_0,Marathi,Objects / materials / clothing,Hindi,0,hindi
458,5919991144277813536_0,Japanese,Objects / materials / clothing,Japanese,1,japanese
459,5920943054275397070_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
460,5878681352114614291_2,Bengali,Geography / buildings / landmarks,Bengali,1,bengali
461,5865910674274264939_1,Chinese,Traditions / art / history,Chinese,1,chinese
462,5865940254271225590_0,Urdu,People and everyday life,Chinese,0,chinese
463,5920943054274412555_0,Urdu,Public Figure and pop culture,Urdu,1,urdu
464,5865752664278024944_0,Malay,Traditions / art / history,Chinese,0,chinese
465,5865940244275177415_0,Urdu,People and everyday life,Bengali,0,bengali
466,5865939264279886540_1,Indonesian,Cooking and food,Korean,0,korean
467,5899590752749207684_0,Minangkabau,Geography / buildings / landmarks,Minangkabau,1,minangkabau
468,5865784464273162877_0,Mongolian,Plants and animal,Japanese,0,japanese
469,5865784464271228370_1,Mongolian,Brands / products / companies,Mongolian,1,mongolian
470,5948825686369792424_1,Japanese,Objects / materials / clothing,Japanese,1,japanese
471,5920943064278643428_1,Urdu,Geography / buildings / landmarks,Hindi,0,hindi
472,5922657585414484239_2,Sinhala,Cooking and food,Tamil,0,tamil
473,5865910664278947879_1,Chinese,Plants and animal,Chinese,1,chinese
474,5865910684274241027_0,Chinese,Geography / buildings / landmarks,Javanese,0,javanese
475,5865925464272537650_1,Filipino,Cooking and food,Chinese,0,chinese
476,5865925464274179100_0,Filipino,Geography / buildings / landmarks,Filipino,1,filipino
477,6028345774277448207_0,Marathi,Sports and recreation,Bengali,0,bengali
478,5865939274275157349_1,Javanese,People and everyday life,Javanese,1,javanese
479,5865939274278433620_1,Indonesian,Brands / products / companies,Japanese,0,japanese
480,5922557815419248440_1,Sinhala,People and everyday life,Tamil,0,tamil
481,5920942824274970991_0,Telugu,Vehicles and Transportation,Bengali,0,bengali
482,5865939214277583515_0,Sundanese,Plants and animal,Indonesian,0,indonesian
483,5948826586365830105_0,Japanese,People and everyday life,Japanese,1,japanese
484,5920942824274618831_1,Telugu,Vehicles and Transportation,Bengali,0,bengali
485,5865939274277170739_2,Indonesian,Vehicles and Transportation,Javanese,0,javanese
486,5865784474273861127_1,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
487,5865939274279510871_0,Indonesian,Traditions / art / history,Javanese,0,javanese
488,5865939214273087796_0,Sundanese,Objects / materials / clothing,Filipino,0,filipino
489,5920943064274989624_2,Urdu,Geography / buildings / landmarks,Urdu,1,urdu
490,5865940244278186598_0,Urdu,Cooking and food,Bengali,0,bengali
491,5948825676366514339_1,Japanese,Plants and animal,Japanese,1,japanese
492,6028345774274084118_0,Marathi,Traditions / art / history,Bengali,0,bengali
493,5865939254279985414_1,Javanese,Cooking and food,Filipino,0,filipino
494,5865939274274408912_0,Indonesian,Geography / buildings / landmarks,Indonesian,1,indonesian
495,5920593834271482095_0,Tamil,Cooking and food,Bengali,0,bengali
496,5865752664277405118_2,Malay,Cooking and food,Malay,1,malay
497,5865925444275760822_0,Filipino,Sports and recreation,Javanese,0,javanese
498,5920593714278892795_1,Marathi,Brands / products / companies,Hindi,0,hindi
499,5920593724272729865_1,Marathi,People and everyday life,Bengali,0,bengali
500,5865925444272872160_1,Filipino,Plants and animal,Malay,0,malay
501,5865941044273751155_0,Chinese,Objects / materials / clothing,Chinese,1,chinese
502,5865743594277859406_0,Korean,Public Figure and pop culture,Korean,1,korean
503,5920943054277621953_1,Urdu,People and everyday life,Bengali,0,bengali
504,5865910674278360824_0,Chinese,Public Figure and pop culture,Chinese,1,chinese
505,5922773765417044057_0,Sinhala,Sports and recreation,Malay,0,malay
506,5922649655418419320_0,Sinhala,Cooking and food,Bengali,0,bengali
507,5865940254278997557_1,Urdu,Plants and animal,Hindi,0,hindi
508,5865743584276567654_0,Korean,Traditions / art / history,Japanese,0,japanese
509,5865939274277779670_1,Javanese,Cooking and food,Indonesian,0,indonesian
510,5865939234274941532_0,Indonesian,Cooking and food,Bengali,0,bengali
511,5865925444274566274_0,Filipino,People and everyday life,Malay,0,malay
512,5920593844276047431_1,Tamil,Vehicles and Transportation,Malay,0,malay
513,5920593724278181109_0,Marathi,Plants and animal,Bengali,0,bengali
514,5865910694279356357_1,Chinese,Traditions / art / history,Chinese,1,chinese
515,5865910694278999189_0,Chinese,Traditions / art / history,Chinese,1,chinese
516,5922566305413085119_0,Sinhala,People and everyday life,Bengali,0,bengali
517,5922873125418841030_0,Sinhala,Traditions / art / history,Sinhala,1,sinhala
518,5865910674271072923_1,Chinese,Plants and animal,Chinese,1,chinese
519,5865939264275315210_1,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
520,5920593854274304708_2,Tamil,Traditions / art / history,Bengali,0,bengali
521,5920593834272144239_0,Tamil,Traditions / art / history,Tamil,1,tamil
522,5920593604274321076_0,Hindi,People and everyday life,Bengali,0,bengali
523,5865784474273768540_0,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
524,5922679615413696168_1,Sinhala,Geography / buildings / landmarks,Sinhala,1,sinhala
525,5865925454273909607_1,Filipino,Public Figure and pop culture,Japanese,0,japanese
526,5948826606362219847_0,Japanese,Geography / buildings / landmarks,Japanese,1,japanese
527,5865784464278427068_0,Mongolian,Vehicles and Transportation,Mongolian,1,mongolian
528,5865752674273712867_1,Malay,Cooking and food,Malay,1,malay
529,5865939234276662728_0,Indonesian,Traditions / art / history,Indonesian,1,indonesian
530,5865752674279427922_0,Malay,Plants and animal,Malay,1,malay
531,5920593734272187230_0,Marathi,Geography / buildings / landmarks,Marathi,1,marathi
532,5920943054271205496_1,Urdu,Public Figure and pop culture,Malay,0,malay
533,5865784474272832131_0,Mongolian,Brands / products / companies,Mongolian,1,mongolian
534,5919991134276186469_0,Japanese,Sports and recreation,Japanese,1,japanese
535,5865939234275602958_1,Javanese,Traditions / art / history,Indonesian,0,indonesian
536,5865752684271388081_2,Malay,Geography / buildings / landmarks,Malay,1,malay
537,5920942824273955087_1,Telugu,Public Figure and pop culture,Tamil,0,tamil
538,5865939224275912627_1,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
539,6028345784279078968_0,Marathi,Geography / buildings / landmarks,Hindi,0,hindi
540,5922687575418946753_1,Sinhala,Geography / buildings / landmarks,Sinhala,1,sinhala
541,5865752684277132135_2,Malay,Cooking and food,Chinese,0,chinese
542,5865784464277650295_0,Mongolian,Vehicles and Transportation,Mongolian,1,mongolian
543,5920593594278847823_0,Hindi,Traditions / art / history,Marathi,0,marathi
544,5865939224277448714_0,Javanese,Cooking and food,Indonesian,0,indonesian
545,5865910664277756736_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
546,5865939254274795630_2,Indonesian,Cooking and food,Indonesian,1,indonesian
547,5865939244279477185_0,Javanese,Geography / buildings / landmarks,Javanese,1,javanese
548,5865910674278792869_2,Chinese,Sports and recreation,Chinese,1,chinese
549,5865910674271796224_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
550,5865941044274525603_0,Chinese,Objects / materials / clothing,Filipino,0,filipino
551,5920593604278496896_0,Hindi,Geography / buildings / landmarks,Marathi,0,marathi
552,5865939254272881559_1,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
553,5865939234274528267_1,Indonesian,Objects / materials / clothing,Javanese,0,javanese
554,5920593834278496132_0,Tamil,Public Figure and pop culture,Tamil,1,tamil
555,5920943064279276241_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
556,5865939274277725850_1,Indonesian,Plants and animal,Indonesian,1,indonesian
557,5865743574277847636_1,Korean,Public Figure and pop culture,Korean,1,korean
558,5865941054278310786_1,Chinese,Traditions / art / history,Chinese,1,chinese
559,5922699145413845050_2,Sinhala,Geography / buildings / landmarks,Sinhala,1,sinhala
560,5865939254273386675_0,Javanese,Cooking and food,Chinese,0,chinese
561,5919991144277447879_0,Japanese,Traditions / art / history,Japanese,1,japanese
562,5865910684278360283_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
563,5900301049933226727_0,Minangkabau,Geography / buildings / landmarks,Indonesian,0,indonesian
564,5920943054274175232_0,Urdu,Cooking and food,Bengali,0,bengali
565,5865910674271705429_0,Chinese,Objects / materials / clothing,Mongolian,0,mongolian
566,5865687714277561307_0,Bengali,Cooking and food,Bengali,1,bengali
567,5865940254279914730_0,Urdu,Geography / buildings / landmarks,Urdu,1,urdu
568,5920593834274550467_0,Tamil,Sports and recreation,Bengali,0,bengali
569,5920593594276958914_1,Hindi,Traditions / art / history,Tamil,0,tamil
570,5865939204274230459_1,Sundanese,Geography / buildings / landmarks,Indonesian,0,indonesian
571,5865939244274440311_1,Sundanese,Cooking and food,Malay,0,malay
572,5865939214279521422_1,Indonesian,Cooking and food,Indonesian,1,indonesian
573,5919326634272337278_0,Minangkabau,Cooking and food,Javanese,0,javanese
574,5865940254271355581_0,Urdu,People and everyday life,Urdu,1,urdu
575,5865939254274770744_2,Indonesian,Plants and animal,Javanese,0,javanese
576,5865939264279886140_1,Javanese,People and everyday life,Indonesian,0,indonesian
577,5865784484277217447_0,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
578,5920593604272957118_0,Hindi,Geography / buildings / landmarks,Filipino,0,filipino
579,5865687704276311339_0,Bengali,Cooking and food,Bengali,1,bengali
580,5865910664277614074_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
581,5865925454276456803_1,Filipino,Traditions / art / history,Filipino,1,filipino
582,5865687714276341806_1,Bengali,Geography / buildings / landmarks,Bengali,1,bengali
583,5865752674273163532_2,Malay,Cooking and food,Javanese,0,javanese
584,5920593854278209269_0,Tamil,Geography / buildings / landmarks,Chinese,0,chinese
585,5922576705417380244_1,Sinhala,Objects / materials / clothing,Bengali,0,bengali
586,5920942814276264006_0,Telugu,People and everyday life,Chinese,0,chinese
587,5865939254276469916_0,Javanese,Cooking and food,Malay,0,malay
588,5919991124273286548_1,Japanese,Public Figure and pop culture,Japanese,1,japanese
589,5865939254277251588_1,Indonesian,Cooking and food,Indonesian,1,indonesian
590,5919991134271265432_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
591,5865939214274059742_0,Sundanese,Traditions / art / history,Malay,0,malay
592,5919326634273377469_2,Minangkabau,Cooking and food,Indonesian,0,indonesian
593,5865752664277720994_1,Malay,People and everyday life,Malay,1,malay
594,5865743584275264977_1,Korean,Plants and animal,Japanese,0,japanese
595,5920942814279305820_0,Telugu,Cooking and food,Bengali,0,bengali
596,5865784454276272770_2,Mongolian,Objects / materials / clothing,Mongolian,1,mongolian
597,5919991144275681369_1,Japanese,Cooking and food,Japanese,1,japanese
598,5899596402746335135_2,Minangkabau,Traditions / art / history,Indonesian,0,indonesian
599,5865941054279487055_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
600,5920943054273021825_1,Urdu,People and everyday life,Bengali,0,bengali
601,5865939264271422821_2,Indonesian,Cooking and food,Filipino,0,filipino
602,5920593604271461096_0,Hindi,Traditions / art / history,Marathi,0,marathi
603,5920942814271927911_1,Telugu,Cooking and food,Bengali,0,bengali
604,5920942834273010816_1,Telugu,Plants and animal,Bengali,0,bengali
605,5865752684275090473_0,Malay,Cooking and food,Malay,1,malay
606,5865743594277884410_1,Korean,Cooking and food,Korean,1,korean
607,5878724352112169375_2,Bengali,Public Figure and pop culture,Bengali,1,bengali
608,5865939224277569381_1,Indonesian,Public Figure and pop culture,Japanese,0,japanese
609,5919991144278201472_0,Japanese,Cooking and food,Japanese,1,japanese
610,5900304209932381404_2,Minangkabau,Traditions / art / history,Javanese,0,javanese
611,5865687714278445010_0,Bengali,Cooking and food,Bengali,1,bengali
612,5865752674273146740_2,Malay,People and everyday life,Filipino,0,filipino
613,5865784474278856453_2,Mongolian,Geography / buildings / landmarks,Mongolian,1,mongolian
614,5865910674272852596_1,Chinese,Traditions / art / history,Chinese,1,chinese
615,5919326634274492718_0,Minangkabau,Objects / materials / clothing,Filipino,0,filipino
616,5920593594275858662_1,Hindi,Brands / products / companies,Hindi,1,hindi
617,5865939244271581141_2,Sundanese,Cooking and food,Malay,0,malay
618,5865939224275812370_1,Javanese,Plants and animal,Japanese,0,japanese
619,5865743594274065189_0,Korean,Brands / products / companies,Korean,1,korean
620,5865939284276812453_0,Indonesian,People and everyday life,Malay,0,malay
621,5865925454278343716_0,Filipino,Public Figure and pop culture,Filipino,1,filipino
622,5865939264279727106_0,Indonesian,Objects / materials / clothing,Filipino,0,filipino
623,5865939274279510553_1,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
624,5865939224277019300_0,Sundanese,Cooking and food,Javanese,0,javanese
625,5948826606362923652_1,Japanese,Traditions / art / history,Japanese,1,japanese
626,5865784474274838203_2,Mongolian,Plants and animal,Japanese,0,japanese
627,5865925444274604481_0,Filipino,People and everyday life,Filipino,1,filipino
628,5865752674271105659_2,Malay,Plants and animal,Filipino,0,filipino
629,5865939224275596310_1,Sundanese,Public Figure and pop culture,Indonesian,0,indonesian
630,5865910674273371038_1,Chinese,Public Figure and pop culture,Chinese,1,chinese
631,5919326634279016929_0,Minangkabau,Brands / products / companies,Indonesian,0,indonesian
632,5920943054274239219_1,Urdu,Traditions / art / history,Urdu,1,urdu
633,5879911028653106919_1,Bengali,Public Figure and pop culture,Marathi,0,marathi
634,5920593844275805534_0,Tamil,Plants and animal,Bengali,0,bengali
635,5865940244277016196_1,Urdu,People and everyday life,Chinese,0,chinese
636,5872152905347061680_0,Bengali,Traditions / art / history,Hindi,0,hindi
637,5865940204276759617_1,Urdu,Public Figure and pop culture,Urdu,1,urdu
638,5865687704276001832_0,Bengali,Brands / products / companies,Hindi,0,hindi
639,5920942824278014421_1,Telugu,Vehicles and Transportation,Marathi,0,marathi
640,5865910674272329281_1,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
641,5919326634276757983_1,Minangkabau,People and everyday life,Bengali,0,bengali
642,5865910674276140013_0,Chinese,Traditions / art / history,Chinese,1,chinese
643,5865941064275453977_1,Chinese,Cooking and food,Malay,0,malay
644,5920942824273066974_1,Telugu,Brands / products / companies,Hindi,0,hindi
645,5865752664276876513_0,Malay,Objects / materials / clothing,Indonesian,0,indonesian
646,5865687714273027689_1,Bengali,Traditions / art / history,Bengali,1,bengali
647,5919991144278435745_1,Japanese,Cooking and food,Japanese,1,japanese
648,5919326634277539777_1,Minangkabau,Cooking and food,Indonesian,0,indonesian
649,5865910684277178595_0,Chinese,Cooking and food,Korean,0,korean
650,5920942824279413648_2,Telugu,Traditions / art / history,Urdu,0,urdu
651,5919991134274775659_0,Japanese,Public Figure and pop culture,Japanese,1,japanese
652,5865743594273194106_0,Korean,Vehicles and Transportation,Korean,1,korean
653,5865743574275828431_0,Korean,Brands / products / companies,Korean,1,korean
654,5865910694271174498_0,Chinese,Traditions / art / history,Chinese,1,chinese
655,5920943054275704684_0,Urdu,Vehicles and Transportation,Tamil,0,tamil
656,5865784464279120216_1,Mongolian,Public Figure and pop culture,Mongolian,1,mongolian
657,5920593594273181073_0,Hindi,Sports and recreation,Hindi,1,hindi
658,5865752664279122066_1,Malay,Vehicles and Transportation,Indonesian,0,indonesian
659,5865939224274921551_2,Javanese,Objects / materials / clothing,Indonesian,0,indonesian
660,5865940254279215725_0,Urdu,Objects / materials / clothing,Bengali,0,bengali
661,6028345764275089009_1,Marathi,People and everyday life,Bengali,0,bengali
662,5865939264273898963_0,Indonesian,Geography / buildings / landmarks,Indonesian,1,indonesian
663,5919991134278627244_0,Japanese,Traditions / art / history,Japanese,1,japanese
664,5922686065417118478_0,Sinhala,Geography / buildings / landmarks,Sinhala,1,sinhala
665,5865925454271700718_2,Filipino,Brands / products / companies,Japanese,0,japanese
666,5865940244271609338_1,Urdu,People and everyday life,Filipino,0,filipino
667,5920593594279170230_1,Hindi,Cooking and food,Tamil,0,tamil
668,5865743584278488292_1,Korean,Public Figure and pop culture,Korean,1,korean
669,5865752674271490340_0,Malay,Traditions / art / history,Chinese,0,chinese
670,5920593594279022343_0,Hindi,Public Figure and pop culture,Bengali,0,bengali
671,5920942824278193249_0,Telugu,Geography / buildings / landmarks,Hindi,0,hindi
672,5922905015411700398_0,Sinhala,Public Figure and pop culture,Sinhala,1,sinhala
673,5865939234277346174_2,Javanese,Traditions / art / history,Sundanese,0,sundanese
674,5865752674274617852_0,Malay,Geography / buildings / landmarks,Malay,1,malay
675,5865939264273002683_0,Javanese,Traditions / art / history,Javanese,1,javanese
676,5865940244275115975_0,Urdu,Cooking and food,Bengali,0,bengali
677,5865910664272956357_0,Chinese,Traditions / art / history,Chinese,1,chinese
678,5865910664279066936_1,Chinese,Traditions / art / history,Japanese,0,japanese
679,5920593854272518895_1,Tamil,Cooking and food,Bengali,0,bengali
680,5865784464279850640_1,Mongolian,Vehicles and Transportation,Mongolian,1,mongolian
681,5865939274278571908_1,Indonesian,Public Figure and pop culture,Indonesian,1,indonesian
682,5922702995411732322_0,Sinhala,Plants and animal,Bengali,0,bengali
683,5878705002119761083_1,Bengali,Geography / buildings / landmarks,Bengali,1,bengali
684,5865939254275291341_0,Indonesian,People and everyday life,Japanese,0,japanese
685,5865940244274066894_1,Urdu,Objects / materials / clothing,Urdu,1,urdu
686,5865939214273399065_2,Sundanese,Objects / materials / clothing,Indonesian,0,indonesian
687,5920942834275966334_1,Telugu,Traditions / art / history,Hindi,0,hindi
688,5919991134272049218_1,Japanese,Objects / materials / clothing,Japanese,1,japanese
689,5865939244272922213_1,Sundanese,Cooking and food,Filipino,0,filipino
690,5865939254274548565_0,Javanese,Geography / buildings / landmarks,Indonesian,0,indonesian
691,5899916152746916413_0,Minangkabau,Cooking and food,Chinese,0,chinese
692,5920593834277699378_1,Tamil,Public Figure and pop culture,Tamil,1,tamil
693,5865784464273661879_0,Mongolian,Plants and animal,Filipino,0,filipino
694,5865940254278945279_1,Urdu,Cooking and food,Malay,0,malay
695,5865939224277087532_0,Javanese,Vehicles and Transportation,Indonesian,0,indonesian
696,5865939214272019378_0,Sundanese,Cooking and food,Indonesian,0,indonesian
697,5865687714278226255_1,Bengali,Cooking and food,Bengali,1,bengali
698,5948825686361576639_0,Japanese,People and everyday life,Japanese,1,japanese
699,5865687714278194211_0,Bengali,Public Figure and pop culture,Telugu,0,telugu
700,5865941054277052149_1,Chinese,Public Figure and pop culture,Chinese,1,chinese
701,5865752664275724232_1,Malay,Cooking and food,Indonesian,0,indonesian
702,5920942824273788664_2,Telugu,Cooking and food,Bengali,0,bengali
703,5865687704275894395_1,Bengali,People and everyday life,Hindi,0,hindi
704,5922885495416557009_0,Sinhala,People and everyday life,Sinhala,1,sinhala
705,5865687724271839516_2,Bengali,Cooking and food,Bengali,1,bengali
706,5865752664277060981_0,Malay,Objects / materials / clothing,Javanese,0,javanese
707,5899639252743683864_2,Minangkabau,Cooking and food,Malay,0,malay
708,5865784474273731688_0,Mongolian,Plants and animal,Mongolian,1,mongolian
709,5865743574271062023_1,Korean,Objects / materials / clothing,Japanese,0,japanese
710,5920593604272577228_0,Hindi,Cooking and food,Bengali,0,bengali
711,5865940244277951884_0,Urdu,Brands / products / companies,Urdu,1,urdu
712,5920593724275943597_1,Marathi,Cooking and food,Tamil,0,tamil
713,5865752664274256646_1,Malay,Traditions / art / history,Malay,1,malay
714,5865910684279851445_0,Chinese,Geography / buildings / landmarks,Chinese,1,chinese
715,5865940254277119369_1,Urdu,Plants and animal,Urdu,1,urdu
716,5865939264275046740_1,Indonesian,Traditions / art / history,Indonesian,1,indonesian
717,5865941064274532434_1,Chinese,Geography / buildings / landmarks,Malay,0,malay
718,5920593724277813787_0,Marathi,Traditions / art / history,Telugu,0,telugu
719,5922635005413899263_0,Sinhala,Cooking and food,Malay,0,malay
720,5865687724277234380_1,Bengali,Plants and animal,Hindi,0,hindi
721,5865941044271841844_0,Chinese,People and everyday life,Malay,0,malay
722,5920942814273584832_0,Telugu,Vehicles and Transportation,Tamil,0,tamil
723,5920593594278226910_0,Hindi,Public Figure and pop culture,Hindi,1,hindi
724,5865939254271993859_1,Indonesian,Cooking and food,Indonesian,1,indonesian
725,5865752674277796098_0,Malay,Objects / materials / clothing,Javanese,0,javanese
726,5865687704278215099_2,Bengali,Public Figure and pop culture,Bengali,1,bengali
727,5920943074277625697_1,Urdu,Cooking and food,Filipino,0,filipino
728,5920943054272757261_1,Urdu,Public Figure and pop culture,Hindi,0,hindi
729,5865939224274762645_2,Javanese,Cooking and food,Filipino,0,filipino
730,5865687714273570344_0,Bengali,Traditions / art / history,Bengali,1,bengali
731,5919991134279771714_0,Japanese,Objects / materials / clothing,Japanese,1,japanese
732,5865939274277170937_0,Indonesian,Vehicles and Transportation,Indonesian,1,indonesian
733,5920593724273806128_1,Marathi,Geography / buildings / landmarks,Hindi,0,hindi
734,5865939224276646235_1,Javanese,Vehicles and Transportation,Chinese,0,chinese
735,5865910664277576057_1,Chinese,Cooking and food,Chinese,1,chinese
736,5920593844277290844_0,Tamil,Objects / materials / clothing,Bengali,0,bengali
