,ID,Culture,Category,output
525,5865925454273909607_1,"('Filipino', 'Philippines')",Public Figure and pop culture,Japanese
526,5948826606362219847_0,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
527,5865784464278427068_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
528,5865752674273712867_1,"('Malay', 'Malaysia')",Cooking and food,Malay
529,5865939234276662728_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
530,5865752674279427922_0,"('Malay', 'Malaysia')",Plants and animal,Malay
531,5920593734272187230_0,"('Marathi', 'India')",Geography / buildings / landmarks,Marathi
532,5920943054271205496_1,"('Urdu', 'India')",Public Figure and pop culture,Malay
533,5865784474272832131_0,"('Mongolian', 'Mongolia')",Brands / products / companies,Mongolian
534,5919991134276186469_0,"('Japanese', 'Japan')",Sports and recreation,Japanese
535,5865939234275602958_1,"('Javanese', 'Indonesia')",Traditions / art / history,Indonesian
536,5865752684271388081_2,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Malay
537,5920942824273955087_1,"('Telugu', 'India')",Public Figure and pop culture,Tamil
538,5865939224275912627_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
539,6028345784279078968_0,"('Marathi', 'India')",Geography / buildings / landmarks,Hindi
540,5922687575418946753_1,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
541,5865752684277132135_2,"('Malay', 'Malaysia')",Cooking and food,Chinese
542,5865784464277650295_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
543,5920593594278847823_0,"('Hindi', 'India')",Traditions / art / history,Marathi
544,5865939224277448714_0,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
545,5865910664277756736_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
546,5865939254274795630_2,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
547,5865939244279477185_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Javanese
548,5865910674278792869_2,"('Chinese', 'China')",Sports and recreation,Chinese
549,5865910674271796224_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
550,5865941044274525603_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Filipino
551,5920593604278496896_0,"('Hindi', 'India')",Geography / buildings / landmarks,Marathi
552,5865939254272881559_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
553,5865939234274528267_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Javanese
554,5920593834278496132_0,"('Tamil', 'India')",Public Figure and pop culture,Tamil
555,5920943064279276241_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
556,5865939274277725850_1,"('Indonesian', 'Indonesia')",Plants and animal,Indonesian
557,5865743574277847636_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
558,5865941054278310786_1,"('Chinese', 'Singapore')",Traditions / art / history,Chinese
559,5922699145413845050_2,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
560,5865939254273386675_0,"('Javanese', 'Indonesia')",Cooking and food,Chinese
561,5919991144277447879_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
562,5865910684278360283_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
563,5900301049933226727_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
564,5920943054274175232_0,"('Urdu', 'India')",Cooking and food,Bengali
565,5865910674271705429_0,"('Chinese', 'China')",Objects / materials / clothing,Mongolian
566,5865687714277561307_0,"('Bengali', 'India')",Cooking and food,Bengali
567,5865940254279914730_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
568,5920593834274550467_0,"('Tamil', 'India')",Sports and recreation,Bengali
569,5920593594276958914_1,"('Hindi', 'India')",Traditions / art / history,Tamil
570,5865939204274230459_1,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
571,5865939244274440311_1,"('Sundanese', 'Indonesia')",Cooking and food,Malay
572,5865939214279521422_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
573,5919326634272337278_0,"('Minangkabau', 'Indonesia')",Cooking and food,Javanese
574,5865940254271355581_0,"('Urdu', 'Pakistan')",People and everyday life,Urdu
575,5865939254274770744_2,"('Indonesian', 'Indonesia')",Plants and animal,Javanese
576,5865939264279886140_1,"('Javanese', 'Indonesia')",People and everyday life,Indonesian
577,5865784484277217447_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
578,5920593604272957118_0,"('Hindi', 'India')",Geography / buildings / landmarks,Filipino
579,5865687704276311339_0,"('Bengali', 'India')",Cooking and food,Bengali
580,5865910664277614074_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
581,5865925454276456803_1,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
582,5865687714276341806_1,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
583,5865752674273163532_2,"('Malay', 'Malaysia')",Cooking and food,Javanese
584,5920593854278209269_0,"('Tamil', 'India')",Geography / buildings / landmarks,Chinese
585,5922576705417380244_1,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,Bengali
586,5920942814276264006_0,"('Telugu', 'India')",People and everyday life,Chinese
587,5865939254276469916_0,"('Javanese', 'Indonesia')",Cooking and food,Malay
588,5919991124273286548_1,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
589,5865939254277251588_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
590,5919991134271265432_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
591,5865939214274059742_0,"('Sundanese', 'Indonesia')",Traditions / art / history,Malay
592,5919326634273377469_2,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
593,5865752664277720994_1,"('Malay', 'Malaysia')",People and everyday life,Malay
594,5865743584275264977_1,"('Korean', 'South Korea')",Plants and animal,Japanese
595,5920942814279305820_0,"('Telugu', 'India')",Cooking and food,Bengali
596,5865784454276272770_2,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
597,5919991144275681369_1,"('Japanese', 'Japan')",Cooking and food,Japanese
598,5899596402746335135_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,Indonesian
599,5865941054279487055_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
600,5920943054273021825_1,"('Urdu', 'India')",People and everyday life,Bengali
601,5865939264271422821_2,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
602,5920593604271461096_0,"('Hindi', 'India')",Traditions / art / history,Marathi
603,5920942814271927911_1,"('Telugu', 'India')",Cooking and food,Bengali
604,5920942834273010816_1,"('Telugu', 'India')",Plants and animal,Bengali
605,5865752684275090473_0,"('Malay', 'Malaysia')",Cooking and food,Malay
606,5865743594277884410_1,"('Korean', 'South Korea')",Cooking and food,Korean
607,5878724352112169375_2,"('Bengali', 'India')",Public Figure and pop culture,Bengali
608,5865939224277569381_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Japanese
609,5919991144278201472_0,"('Japanese', 'Japan')",Cooking and food,Japanese
610,5900304209932381404_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,Javanese
611,5865687714278445010_0,"('Bengali', 'India')",Cooking and food,Bengali
612,5865752674273146740_2,"('Malay', 'Malaysia')",People and everyday life,Filipino
613,5865784474278856453_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
614,5865910674272852596_1,"('Chinese', 'China')",Traditions / art / history,Chinese
615,5919326634274492718_0,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Filipino
616,5920593594275858662_1,"('Hindi', 'India')",Brands / products / companies,Hindi
617,5865939244271581141_2,"('Sundanese', 'Indonesia')",Cooking and food,Malay
618,5865939224275812370_1,"('Javanese', 'Indonesia')",Plants and animal,Japanese
619,5865743594274065189_0,"('Korean', 'South Korea')",Brands / products / companies,Korean
620,5865939284276812453_0,"('Indonesian', 'Indonesia')",People and everyday life,Malay
621,5865925454278343716_0,"('Filipino', 'Philippines')",Public Figure and pop culture,Filipino
622,5865939264279727106_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Filipino
623,5865939274279510553_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Indonesian
624,5865939224277019300_0,"('Sundanese', 'Indonesia')",Cooking and food,Javanese
625,5948826606362923652_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
626,5865784474274838203_2,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
627,5865925444274604481_0,"('Filipino', 'Philippines')",People and everyday life,Filipino
628,5865752674271105659_2,"('Malay', 'Malaysia')",Plants and animal,Filipino
629,5865939224275596310_1,"('Sundanese', 'Indonesia')",Public Figure and pop culture,Indonesian
630,5865910674273371038_1,"('Chinese', 'China')",Public Figure and pop culture,Chinese
631,5919326634279016929_0,"('Minangkabau', 'Indonesia')",Brands / products / companies,Indonesian
632,5920943054274239219_1,"('Urdu', 'India')",Traditions / art / history,Urdu
633,5879911028653106919_1,"('Bengali', 'India')",Public Figure and pop culture,Marathi
634,5920593844275805534_0,"('Tamil', 'India')",Plants and animal,Bengali
635,5865940244277016196_1,"('Urdu', 'Pakistan')",People and everyday life,Chinese
636,5872152905347061680_0,"('Bengali', 'India')",Traditions / art / history,Hindi
637,5865940204276759617_1,"('Urdu', 'Pakistan')",Public Figure and pop culture,Urdu
638,5865687704276001832_0,"('Bengali', 'India')",Brands / products / companies,Hindi
639,5920942824278014421_1,"('Telugu', 'India')",Vehicles and Transportation,Marathi
640,5865910674272329281_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
641,5919326634276757983_1,"('Minangkabau', 'Indonesia')",People and everyday life,Bengali
642,5865910674276140013_0,"('Chinese', 'China')",Traditions / art / history,Chinese
643,5865941064275453977_1,"('Chinese', 'Singapore')",Cooking and food,Malay
644,5920942824273066974_1,"('Telugu', 'India')",Brands / products / companies,Hindi
645,5865752664276876513_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Indonesian
646,5865687714273027689_1,"('Bengali', 'India')",Traditions / art / history,Bengali
647,5919991144278435745_1,"('Japanese', 'Japan')",Cooking and food,Japanese
648,5919326634277539777_1,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
649,5865910684277178595_0,"('Chinese', 'China')",Cooking and food,Korean
650,5920942824279413648_2,"('Telugu', 'India')",Traditions / art / history,Urdu
651,5919991134274775659_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
652,5865743594273194106_0,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
653,5865743574275828431_0,"('Korean', 'South Korea')",Brands / products / companies,Korean
654,5865910694271174498_0,"('Chinese', 'China')",Traditions / art / history,Chinese
655,5920943054275704684_0,"('Urdu', 'India')",Vehicles and Transportation,Tamil
656,5865784464279120216_1,"('Mongolian', 'Mongolia')",Public Figure and pop culture,Mongolian
657,5920593594273181073_0,"('Hindi', 'India')",Sports and recreation,Hindi
658,5865752664279122066_1,"('Malay', 'Malaysia')",Vehicles and Transportation,Indonesian
659,5865939224274921551_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,Indonesian
660,5865940254279215725_0,"('Urdu', 'Pakistan')",Objects / materials / clothing,Bengali
661,6028345764275089009_1,"('Marathi', 'India')",People and everyday life,Bengali
662,5865939264273898963_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
663,5919991134278627244_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
664,5922686065417118478_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
665,5865925454271700718_2,"('Filipino', 'Philippines')",Brands / products / companies,Japanese
666,5865940244271609338_1,"('Urdu', 'Pakistan')",People and everyday life,Filipino
667,5920593594279170230_1,"('Hindi', 'India')",Cooking and food,Tamil
668,5865743584278488292_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
669,5865752674271490340_0,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
670,5920593594279022343_0,"('Hindi', 'India')",Public Figure and pop culture,Bengali
671,5920942824278193249_0,"('Telugu', 'India')",Geography / buildings / landmarks,Hindi
672,5922905015411700398_0,"('Sinhala', 'Sri_Lanka')",Public Figure and pop culture,Sinhala
673,5865939234277346174_2,"('Javanese', 'Indonesia')",Traditions / art / history,Sundanese
674,5865752674274617852_0,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Malay
675,5865939264273002683_0,"('Javanese', 'Indonesia')",Traditions / art / history,Javanese
676,5865940244275115975_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
677,5865910664272956357_0,"('Chinese', 'China')",Traditions / art / history,Chinese
678,5865910664279066936_1,"('Chinese', 'China')",Traditions / art / history,Japanese
679,5920593854272518895_1,"('Tamil', 'India')",Cooking and food,Bengali
680,5865784464279850640_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
681,5865939274278571908_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Indonesian
682,5922702995411732322_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,Bengali
683,5878705002119761083_1,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
684,5865939254275291341_0,"('Indonesian', 'Indonesia')",People and everyday life,Japanese
685,5865940244274066894_1,"('Urdu', 'Pakistan')",Objects / materials / clothing,Urdu
686,5865939214273399065_2,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Indonesian
687,5920942834275966334_1,"('Telugu', 'India')",Traditions / art / history,Hindi
688,5919991134272049218_1,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
689,5865939244272922213_1,"('Sundanese', 'Indonesia')",Cooking and food,Filipino
690,5865939254274548565_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
691,5899916152746916413_0,"('Minangkabau', 'Indonesia')",Cooking and food,Chinese
692,5920593834277699378_1,"('Tamil', 'India')",Public Figure and pop culture,Tamil
693,5865784464273661879_0,"('Mongolian', 'Mongolia')",Plants and animal,Filipino
694,5865940254278945279_1,"('Urdu', 'Pakistan')",Cooking and food,Malay
695,5865939224277087532_0,"('Javanese', 'Indonesia')",Vehicles and Transportation,Indonesian
696,5865939214272019378_0,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
697,5865687714278226255_1,"('Bengali', 'India')",Cooking and food,Bengali
698,5948825686361576639_0,"('Japanese', 'Japan')",People and everyday life,Japanese
699,5865687714278194211_0,"('Bengali', 'India')",Public Figure and pop culture,Telugu
700,5865941054277052149_1,"('Chinese', 'Singapore')",Public Figure and pop culture,Chinese
701,5865752664275724232_1,"('Malay', 'Malaysia')",Cooking and food,Indonesian
702,5920942824273788664_2,"('Telugu', 'India')",Cooking and food,Bengali
703,5865687704275894395_1,"('Bengali', 'India')",People and everyday life,Hindi
704,5922885495416557009_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
705,5865687724271839516_2,"('Bengali', 'India')",Cooking and food,Bengali
706,5865752664277060981_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Javanese
707,5899639252743683864_2,"('Minangkabau', 'Indonesia')",Cooking and food,Malay
708,5865784474273731688_0,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
709,5865743574271062023_1,"('Korean', 'South Korea')",Objects / materials / clothing,Japanese
710,5920593604272577228_0,"('Hindi', 'India')",Cooking and food,Bengali
711,5865940244277951884_0,"('Urdu', 'Pakistan')",Brands / products / companies,Urdu
712,5920593724275943597_1,"('Marathi', 'India')",Cooking and food,Tamil
713,5865752664274256646_1,"('Malay', 'Malaysia')",Traditions / art / history,Malay
714,5865910684279851445_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
715,5865940254277119369_1,"('Urdu', 'Pakistan')",Plants and animal,Urdu
716,5865939264275046740_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
717,5865941064274532434_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
718,5920593724277813787_0,"('Marathi', 'India')",Traditions / art / history,Telugu
719,5922635005413899263_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Malay
720,5865687724277234380_1,"('Bengali', 'India')",Plants and animal,Hindi
721,5865941044271841844_0,"('Chinese', 'Singapore')",People and everyday life,Malay
722,5920942814273584832_0,"('Telugu', 'India')",Vehicles and Transportation,Tamil
723,5920593594278226910_0,"('Hindi', 'India')",Public Figure and pop culture,Hindi
724,5865939254271993859_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
725,5865752674277796098_0,"('Malay', 'Malaysia')",Objects / materials / clothing,Javanese
726,5865687704278215099_2,"('Bengali', 'India')",Public Figure and pop culture,Bengali
727,5920943074277625697_1,"('Urdu', 'India')",Cooking and food,Filipino
728,5920943054272757261_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
729,5865939224274762645_2,"('Javanese', 'Indonesia')",Cooking and food,Filipino
730,5865687714273570344_0,"('Bengali', 'India')",Traditions / art / history,Bengali
731,5919991134279771714_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
732,5865939274277170937_0,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Indonesian
733,5920593724273806128_1,"('Marathi', 'India')",Geography / buildings / landmarks,Hindi
734,5865939224276646235_1,"('Javanese', 'Indonesia')",Vehicles and Transportation,Chinese
735,5865910664277576057_1,"('Chinese', 'China')",Cooking and food,Chinese
736,5920593844277290844_0,"('Tamil', 'India')",Objects / materials / clothing,Bengali
737,5920942814277678994_1,"('Telugu', 'India')",Traditions / art / history,Tamil
738,5865925444274628814_0,"('Filipino', 'Philippines')",Cooking and food,Filipino
739,5865743584275614353_0,"('Korean', 'South Korea')",Plants and animal,Japanese
740,5865752664279163407_0,"('Malay', 'Malaysia')",Cooking and food,Malay
741,5865925454274290712_2,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
742,5865743594272697734_1,"('Korean', 'South Korea')",Cooking and food,Korean
743,5865743594272035978_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
744,5920593714276980809_1,"('Marathi', 'India')",Sports and recreation,Tamil
745,5920593724274254572_1,"('Marathi', 'India')",Objects / materials / clothing,Bengali
746,6028345784273405022_0,"('Marathi', 'India')",Plants and animal,Filipino
747,5865939264276461633_1,"('Javanese', 'Indonesia')",Cooking and food,Chinese
748,5920942834271186919_1,"('Telugu', 'India')",Geography / buildings / landmarks,Marathi
749,5922704515411974146_0,"('Sinhala', 'Sri_Lanka')",Plants and animal,Bengali
750,5865910694275843511_0,"('Chinese', 'China')",Cooking and food,Chinese
751,5922677835411535509_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
752,5865910664278138109_0,"('Chinese', 'China')",Plants and animal,Bengali
753,5878714682111087641_1,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
754,5865752664274428468_1,"('Malay', 'Malaysia')",Public Figure and pop culture,Japanese
755,5919991134279239861_0,"('Japanese', 'Japan')",Brands / products / companies,Japanese
756,5920593604272478631_0,"('Hindi', 'India')",Traditions / art / history,Bengali
757,5865752664273499823_2,"('Malay', 'Malaysia')",Public Figure and pop culture,Malay
758,5922879455419375286_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Sinhala
759,5865687714276480030_1,"('Bengali', 'India')",Cooking and food,Bengali
760,5865939254279304091_0,"('Indonesian', 'Indonesia')",People and everyday life,Indonesian
761,5865939234273522702_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
762,5920942824277252315_1,"('Telugu', 'India')",Brands / products / companies,Hindi
763,5865939224274315186_0,"('Javanese', 'Indonesia')",People and everyday life,Indonesian
764,6028345764275765505_0,"('Marathi', 'India')",Public Figure and pop culture,Tamil
765,5865941044271349511_0,"('Chinese', 'Singapore')",Cooking and food,Chinese
766,5920942834277618806_0,"('Telugu', 'India')",Cooking and food,Bengali
767,5920593844272960142_0,"('Tamil', 'India')",Cooking and food,Japanese
768,6001309905417500685_0,"('Hindi', 'India')",Sports and recreation,Filipino
769,5865939204278187202_1,"('Sundanese', 'Indonesia')",Brands / products / companies,Bengali
770,5920593854276761982_0,"('Tamil', 'India')",People and everyday life,Bengali
771,5865939264271071627_2,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
772,5920943064275593700_0,"('Urdu', 'India')",Plants and animal,Bengali
773,5922812665417633264_1,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Bengali
774,5920593844274743996_0,"('Tamil', 'India')",Sports and recreation,Tamil
775,5922862245412104242_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
776,5920942824278968925_1,"('Telugu', 'India')",People and everyday life,Bengali
777,5920943064275799377_2,"('Urdu', 'India')",Traditions / art / history,Javanese
778,5865687714278673923_2,"('Bengali', 'India')",Traditions / art / history,Bengali
779,5900084349932807391_1,"('Minangkabau', 'Indonesia')",People and everyday life,Indonesian
780,5865752674276928376_0,"('Malay', 'Malaysia')",Cooking and food,Malay
781,5865939264279736178_2,"('Indonesian', 'Indonesia')",People and everyday life,Indonesian
782,5865939264275048390_2,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Indonesian
783,5865687714273494665_1,"('Bengali', 'India')",Plants and animal,Filipino
784,5865939234272115129_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
785,5865925454278266326_1,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
786,5865743574272568880_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
787,5865910684273167433_1,"('Chinese', 'China')",Traditions / art / history,Chinese
788,5865687704273309110_0,"('Bengali', 'India')",Traditions / art / history,Bengali
789,5865940974273203070_0,"('Chinese', 'Singapore')",Cooking and food,Indonesian
790,5919991124277676265_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
791,5865941064276926378_0,"('Chinese', 'Singapore')",People and everyday life,Chinese
792,5865939244274002363_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
793,5920593724278556899_0,"('Marathi', 'India')",Objects / materials / clothing,Bengali
794,5865784474271868941_2,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
795,5899918562748919855_0,"('Minangkabau', 'Indonesia')",Cooking and food,Javanese
796,5922887155418049550_1,"('Sinhala', 'Sri_Lanka')",People and everyday life,Tamil
797,5890157266321203532_0,"('Indonesian', 'Indonesia')",People and everyday life,Chinese
798,5920943064277092122_2,"('Urdu', 'India')",Brands / products / companies,Hindi
799,5865925464277378472_0,"('Filipino', 'Philippines')",Brands / products / companies,Filipino
800,5922797255413548814_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
801,5865910664276876312_2,"('Chinese', 'China')",Geography / buildings / landmarks,Mongolian
802,5865784464276993420_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
803,5920593584274675889_1,"('Hindi', 'India')",Geography / buildings / landmarks,Hindi
804,5920593584273001018_0,"('Hindi', 'India')",Plants and animal,Bengali
805,5920593844275164921_0,"('Tamil', 'India')",Vehicles and Transportation,Japanese
806,5865910684275244902_1,"('Chinese', 'China')",People and everyday life,Chinese
807,5865687714279221210_0,"('Bengali', 'India')",Cooking and food,Bengali
808,5865925454273015674_2,"('Filipino', 'Philippines')",Public Figure and pop culture,Filipino
809,5920593724274529393_1,"('Marathi', 'India')",Cooking and food,Bengali
810,5865940254276925903_2,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,Urdu
811,5865940244272454325_0,"('Urdu', 'Pakistan')",Brands / products / companies,Urdu
812,5900083459939319629_1,"('Minangkabau', 'Indonesia')",Cooking and food,Malay
813,5865939264272507375_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Indonesian
814,5865939254275905984_1,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
815,5865941064278119961_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
816,5920943064278171076_2,"('Urdu', 'India')",Geography / buildings / landmarks,Telugu
817,5920593734274372564_1,"('Marathi', 'India')",Geography / buildings / landmarks,Marathi
818,5865939254278770039_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
819,5920593584275105149_0,"('Hindi', 'India')",Plants and animal,Chinese
820,5865941054276607879_1,"('Chinese', 'Singapore')",Plants and animal,Japanese
821,5865925444278592159_0,"('Filipino', 'Philippines')",Vehicles and Transportation,Filipino
822,5920942834273207617_1,"('Telugu', 'India')",Geography / buildings / landmarks,Tamil
823,5920943064271671717_1,"('Urdu', 'India')",Cooking and food,Tamil
824,5865743574279155104_2,"('Korean', 'South Korea')",Brands / products / companies,Japanese
825,5865939214271535741_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Indonesian
826,5865940254275848853_1,"('Urdu', 'Pakistan')",Cooking and food,Bengali
827,5865743584277360233_0,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
828,5899605292746469350_0,"('Minangkabau', 'Indonesia')",Vehicles and Transportation,Indonesian
829,5865752664274789657_0,"('Malay', 'Malaysia')",Brands / products / companies,Indonesian
830,5865687704273205892_0,"('Bengali', 'India')",Traditions / art / history,Bengali
831,5865687704275464656_0,"('Bengali', 'India')",People and everyday life,Bengali
832,5920593604276823662_1,"('Hindi', 'India')",Geography / buildings / landmarks,Hindi
833,5865910674272283651_0,"('Chinese', 'China')",Brands / products / companies,Chinese
834,5865941044272972405_1,"('Chinese', 'Singapore')",Cooking and food,Chinese
835,5919326634279371711_0,"('Minangkabau', 'Indonesia')",Vehicles and Transportation,Indonesian
836,5922554005415704710_0,"('Sinhala', 'Sri_Lanka')",Vehicles and Transportation,Sinhala
837,5865687714279342410_1,"('Bengali', 'India')",Public Figure and pop culture,Tamil
838,5865910674272466659_0,"('Chinese', 'China')",Traditions / art / history,Japanese
839,5920942834279179145_1,"('Telugu', 'India')",Traditions / art / history,Telugu
840,5865925464278401998_1,"('Filipino', 'Philippines')",Cooking and food,Chinese
841,5865784464274016494_2,"('Mongolian', 'Mongolia')",Cooking and food,Korean
842,5920943064272030201_0,"('Urdu', 'India')",Vehicles and Transportation,Japanese
843,5919326634273520145_0,"('Minangkabau', 'Indonesia')",Sports and recreation,Indonesian
844,5865687714273156718_0,"('Bengali', 'India')",Geography / buildings / landmarks,Hindi
845,5865939284274968355_0,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
846,5865939264279055565_1,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
847,5865752684274423405_1,"('Malay', 'Malaysia')",Cooking and food,Malay
848,5865941044271449702_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
849,6028345784277396844_1,"('Marathi', 'India')",Vehicles and Transportation,Urdu
850,5865784454272810492_0,"('Mongolian', 'Mongolia')",Objects / materials / clothing,Mongolian
851,5865743574273873253_2,"('Korean', 'South Korea')",Brands / products / companies,Korean
852,5865784474273307653_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
853,5865939244279966776_0,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
854,5920593854275124713_0,"('Tamil', 'India')",Traditions / art / history,Telugu
855,5865743584276326781_1,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
856,5919326634271346566_1,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
857,5920593834272648564_1,"('Tamil', 'India')",Traditions / art / history,Bengali
858,5948825686369109334_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
859,5865939254274778833_0,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Filipino
860,5865752684277926816_1,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
861,5865925444277157553_0,"('Filipino', 'Philippines')",People and everyday life,Filipino
862,5865784484274420923_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
863,5865941044273315610_0,"('Chinese', 'Singapore')",People and everyday life,Malay
864,5865743584274454370_0,"('Korean', 'South Korea')",Cooking and food,Filipino
