,ID,Culture,Category,output
380,5920943054271561268_1,"('Urdu', 'India')",Public Figure and pop culture,The image best represents Indian culture.
381,5920593594271459840_1,"('Hindi', 'India')",Plants and animal,- Indonesian
382,5865784464271635511_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Japanese
383,5919991134274335442_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
384,5919991134271874543_1,"('Japanese', 'Japan')",Traditions / art / history,"The image best represents an **Asian** culture. This includes various aspects and traditions from different Asian countries such as:

- Bengali
- Javan"
385,5865939254274955590_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
386,5920593844279717867_1,"('Tamil', 'India')",Public Figure and pop culture,"The image best represents ""Bengali""."
387,5865910664273406671_1,"('Chinese', 'China')",Traditions / art / history,Chinese
388,5865784474275083173_1,"('Mongolian', 'Mongolia')",Plants and animal,"The image best represents the word ""Camel""."
389,5920942824273086457_0,"('Telugu', 'India')",Vehicles and Transportation,"The image best represents ""Filipino""."
390,5865925444279409026_0,"('Filipino', 'Philippines')",Plants and animal,Filipino
391,5865939264271256956_0,"('Javanese', 'Indonesia')",Traditions / art / history,"
-You
Candy
You
You
A
You
You
You
You
You
You
You
You
You"
392,5865752674277491865_0,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Hindi
393,5922856955415142465_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Hindi
394,5872166835347945312_2,"('Bengali', 'India')",Brands / products / companies,"- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- Sinh
- S"
395,5865784484275545974_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,The image best represents the **Bengaliu** culture.
396,5865940244274663545_1,"('Urdu', 'Pakistan')",Brands / products / companies,"- J
- J
- J
- J
- J
- J
- J
- J
- J
- J
"
397,5922782045415522588_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"The image shows a fortune-telling site
- Thai
- Laotian
- Malayan
- Sundanese
- Korean
- Indonesian"
398,5865784474277301394_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,"The image you provided appears to depict a large, ornate, Buddhist temple complex, with multiple structures, including a central, large stupa, topped"
399,5865784464278457220_0,"('Mongolian', 'Mongolia')",People and everyday life,"The image shows a group of people dressed in traditional, colorful clothing, including headpieces adorned with furry feathers, standing in a desert landscape with"
400,5865752684279602360_1,"('Malay', 'Malaysia')",Geography / buildings / landmarks,- Indonesian
401,5919326634273359653_0,"('Minangkabau', 'Indonesia')",Traditions / art / history,"- Malay
- Sinhala
- Sinhala
- Sinhala. One of the parade
-- Sinhala
-"
402,5865939214278203054_0,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,"- 
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
403,5919326634271788546_1,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,The image you're asking for is a question.
404,5865910674278309641_2,"('Chinese', 'China')",People and everyday life,"This image depicts a vibrant and colorful celebration, likely related to the Lunar New Year festivities. The scene is filled with people dressed in red and"
405,5922746675414775818_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,-
406,5919991134271774932_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,"The image best represents ""Bengali."""
407,5920593604271959084_1,"('Hindi', 'India')",Traditions / art / history,"The image best represents the Bengali culture.

Here are some details about Bengali culture:

- Bengali culture is known for its intricate and colorful patterns.
- Bengali"
408,5865743584271268159_0,"('Korean', 'South Korea')",Traditions / art / history,Chinese
409,5920943054279758429_1,"('Urdu', 'India')",Public Figure and pop culture,Chinese
410,5920942824272006971_1,"('Telugu', 'India')",Traditions / art / history,The image best represents the Filipino culture.
411,5865939244278608492_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,The image you provided appears to depict a bustling scene from a nighttime in a city. The scene includes a street filled with various shops and restaurants
412,5865752674274742261_1,"('Malay', 'Malaysia')",Objects / materials / clothing,Minangkabau
413,5865939244279897173_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,"- Javanese
- Filipino
- Minangkabau
- Sundanese
- Korean
- Chinese
- Marathi
- Tel"
414,5865939244275678287_1,"('Javanese', 'Indonesia')",Brands / products / companies,"The image best represents the character ""Panda"" from the options below."
415,5865752674274434958_1,"('Malay', 'Malaysia')",Brands / products / companies,"The image best represents ""Bengali."""
416,5865752684272897382_2,"('Malay', 'Malaysia')",Cooking and food,Chinese
417,5920593844272089946_1,"('Tamil', 'India')",Plants and animal,Japanese
418,5865752674278527317_1,"('Malay', 'Malaysia')",Traditions / art / history,Indonesian
419,5865939234278245320_1,"('Indonesian', 'Indonesia')",Traditions / art / history,The image best represents the Filipino culture.
420,5899920872741658092_2,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
421,5920593854273975259_1,"('Tamil', 'India')",Geography / buildings / landmarks,Chinese
422,5920593714272987294_0,"('Marathi', 'India')",Brands / products / companies,"The image shows a group of people, some of whom are blurred, and it is difficult to identify the specific objects in the image."
423,5865925454279251071_1,"('Filipino', 'Philippines')",Objects / materials / clothing,Japanese
424,5920943064276042845_0,"('Urdu', 'India')",People and everyday life,The image best represents the culture of **Filipino**.
425,5865939264278624705_2,"('Indonesian', 'Indonesia')",Public Figure and pop culture,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
426,5920593584278358540_1,"('Hindi', 'India')",Public Figure and pop culture,"The image best represents ""Bengali""."
427,5865784464272392223_1,"('Mongolian', 'Mongolia')",Brands / products / companies,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
428,5865939224275479116_0,"('Javanese', 'Indonesia')",Brands / products / companies,"- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sundanese
- Sund"
429,5865939234279868683_0,"('Indonesian', 'Indonesia')",Cooking and food,"- Javanese
- Filipino
- Javanese
- Javanese
- Javanese
- Javanese
- J"
430,5865941064272871259_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
431,5948825686366739344_0,"('Japanese', 'Japan')",Traditions / art / history,"The image you provided appears to depict a serene scene from a garden or park, with a large rock in the center. The rock has inscriptions of"
432,5865939274274664373_0,"('Indonesian', 'Indonesia')",Public Figure and pop culture,The image best represents the **Japanese** culture.
433,5865784474278697728_2,"('Mongolian', 'Mongolia')",Brands / products / companies,"The image shows a banner with the text ""AIRTRANS"" in bold, red, blue, and ""FOR"" in blue, and """
434,5920943054276216086_0,"('Urdu', 'India')",Vehicles and Transportation,The image best represents a **Tukish**.
435,5865784474271687109_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,"The image best represents ""Bengali."""
436,5920593834278015260_0,"('Tamil', 'India')",Vehicles and Transportation,Filipino
437,5865687704273533150_0,"('Bengali', 'India')",Public Figure and pop culture,Hindi
438,5865687724275130974_0,"('Bengali', 'India')",Cooking and food,Japanese
439,5865939224277122592_2,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,"The image shows the entrance to a store, likely an IKEA, with a sign that reads ""Parkir Khusum Resto"". There"
440,5865925454276404301_1,"('Filipino', 'Philippines')",Traditions / art / history,Japanese
441,5865910664277484903_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
442,5865752674276916808_1,"('Malay', 'Malaysia')",Cooking and food,Japanese
443,5865925454271819943_0,"('Filipino', 'Philippines')",Traditions / art / history,Bengali
444,5865941054272852902_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
445,5865939264271501416_0,"('Indonesian', 'Indonesia')",Cooking and food,"The image shows a plate of food on a marble countertop. The food includes a pile of rice, a serving of fried chicken, and a salad"
446,5865687714271913483_0,"('Bengali', 'India')",Geography / buildings / landmarks,The image best represents **Javanese** culture.
447,5865941054273117695_0,"('Chinese', 'Singapore')",Traditions / art / history,"The image represents the coat of arms for Malaysia, Singapore."
448,5865939244279130690_2,"('Indonesian', 'Indonesia')",Plants and animal,Japanese
449,5865752684276822254_1,"('Malay', 'Malaysia')",Public Figure and pop culture,- Filipino
450,5865752674274969728_0,"('Malay', 'Malaysia')",Plants and animal,Malay
451,5865939234274070323_1,"('Javanese', 'Indonesia')",Cooking and food,Japanese
452,5865939244277446879_0,"('Indonesian', 'Indonesia')",People and everyday life,Japanese
453,5865939264274020810_0,"('Javanese', 'Indonesia')",Traditions / art / history,- Javanese
454,5865940244271342598_0,"('Urdu', 'Pakistan')",Cooking and food,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
"
455,5920593834275139325_1,"('Tamil', 'India')",Cooking and food,Chinese
456,5865925464279673969_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Javanese
457,5920593724274419583_0,"('Marathi', 'India')",Objects / materials / clothing,"- Hindi
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
"
458,5919991144277813536_0,"('Japanese', 'Japan')",Objects / materials / clothing,"- Japanese
- 
- 
- 
- 
- 
- 
- 
- 
- 
"
459,5920943054275397070_1,"('Urdu', 'India')",Public Figure and pop culture,"This image depicts a vibrant and colorful stage performance of a group of people dressed in traditional Indian attire, singing and playing musical instruments. Behind them is a"
460,5878681352114614291_2,"('Bengali', 'India')",Geography / buildings / landmarks,The image best represents the Bengali culture.
461,5865910674274264939_1,"('Chinese', 'China')",Traditions / art / history,The image best represents Chinese culture.
462,5865940254271225590_0,"('Urdu', 'Pakistan')",People and everyday life,The image best represents the Bengali culture.
463,5920943054274412555_0,"('Urdu', 'India')",Public Figure and pop culture,- Turkish
464,5865752664278024944_0,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
465,5865940244275177415_0,"('Urdu', 'Pakistan')",People and everyday life,"The image depicts a scene from the movie ""Road Prince."" It shows two individuals, one dressed in colorful clothing, standing next to a large vehicle,"
466,5865939264279886540_1,"('Indonesian', 'Indonesia')",Cooking and food,"This image displays a variety of food items, including fried food, on skewers. There are multiple types of food, such as: fried food,"
467,5899590752749207684_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,"Based on the options provided, the image best represents ""Javanese."""
468,5865784464273162877_0,"('Mongolian', 'Mongolia')",Plants and animal,- The image is back is a group part one word only.
469,5865784464271228370_1,"('Mongolian', 'Mongolia')",Brands / products / companies,"- S
- S
- S
- S
- S
- S
- S
- S
- S
- S
"
470,5948825686369792424_1,"('Japanese', 'Japan')",Objects / materials / clothing,"The image best represents the word ""Hindi"" in the Filipino language."
471,5920943064278643428_1,"('Urdu', 'India')",Geography / buildings / landmarks,Hindi
472,5922657585414484239_2,"('Sinhala', 'Sri_Lanka')",Cooking and food,The image best represents the Bengali culture.
473,5865910664278947879_1,"('Chinese', 'China')",Plants and animal,- Japanese
474,5865910684274241027_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
475,5865925464272537650_1,"('Filipino', 'Philippines')",Cooking and food,"The image best represents ""Tamil."""
476,5865925464274179100_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Javanese
477,6028345774277448207_0,"('Marathi', 'India')",Sports and recreation,"
The
TheA@ different yellow and andChildren
The image TechThe image wsThe, various k children and games In a Open,"
478,5865939274275157349_1,"('Javanese', 'Indonesia')",People and everyday life,Sundanese
479,5865939274278433620_1,"('Indonesian', 'Indonesia')",Brands / products / companies,Japanese
480,5922557815419248440_1,"('Sinhala', 'Sri_Lanka')",People and everyday life,The image best represents a Bengali wedding.
481,5920942824274970991_0,"('Telugu', 'India')",Vehicles and Transportation,"The image best represents a scene from the movie ""Life of Pi"" by the director ""Hayao"". It showcases traditional life in a rural village"
482,5865939214277583515_0,"('Sundanese', 'Indonesia')",Plants and animal,- Indonesian
483,5948826586365830105_0,"('Japanese', 'Japan')",People and everyday life,"
"
484,5920942824274618831_1,"('Telugu', 'India')",Vehicles and Transportation,The image features a traditional **rickshaw** with a blue canopy and a **bicycle** with a brown seat. The **rickshaw** is
485,5865939274277170739_2,"('Indonesian', 'Indonesia')",Vehicles and Transportation,"- Javanese
- Filipino
- Marathi
- Telugu
- Sundanese
- Javanese
- Filipino
- Mar"
486,5865784474273861127_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
487,5865939274279510871_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Japanese
488,5865939214273087796_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Chinese
489,5920943064274989624_2,"('Urdu', 'India')",Geography / buildings / landmarks,Hindi
490,5865940244278186598_0,"('Urdu', 'Pakistan')",Cooking and food,"The image shows a of different types of nuts and dried fruits, arranged in a glass dish with compartments. This represents the diversity and richness of these cultures"
491,5948825676366514339_1,"('Japanese', 'Japan')",Plants and animal,Japanese
492,6028345774274084118_0,"('Marathi', 'India')",Traditions / art / history,Japanese
493,5865939254279985414_1,"('Javanese', 'Indonesia')",Cooking and food,The image best represents the **Tamil** culture.
494,5865939274274408912_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,The image best represents **Indonesian**.
495,5920593834271482095_0,"('Tamil', 'India')",Cooking and food,"The image best represents ""Filipino""."
496,5865752664277405118_2,"('Malay', 'Malaysia')",Cooking and food,Indonesian
497,5865925444275760822_0,"('Filipino', 'Philippines')",Sports and recreation,Japanese
498,5920593714278892795_1,"('Marathi', 'India')",Brands / products / companies,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
"
499,5920593724272729865_1,"('Marathi', 'India')",People and everyday life,"- Javanese
- Filipino
- Minangkabau
- Sundanese
- Chinese
- Marathi
- Telugu
-"
500,5865925444272872160_1,"('Filipino', 'Philippines')",Plants and animal,- Indonesian
501,5865941044273751155_0,"('Chinese', 'Singapore')",Objects / materials / clothing,The image best represents Chinese culture.
502,5865743594277859406_0,"('Korean', 'South Korea')",Public Figure and pop culture,Japanese
503,5920943054277621953_1,"('Urdu', 'India')",People and everyday life,"The image best represents a bustling market or bazaar, which is a common cultural and social setting in many countries around the world. The market is"
504,5865910674278360824_0,"('Chinese', 'China')",Public Figure and pop culture,Japanese
505,5922773765417044057_0,"('Sinhala', 'Sri_Lanka')",Sports and recreation,"The image shows a group of people engaged in a lively outdoor activity, possibly a game or sport, with a focus on a person in the foreground actively"
506,5922649655418419320_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,"The image best represents Bengali cuisine. The dish in the image appears to be biryani, a popular Bengali breakfast item."
507,5865940254278997557_1,"('Urdu', 'Pakistan')",Plants and animal,Filipino
508,5865743584276567654_0,"('Korean', 'South Korea')",Traditions / art / history,Japanese
509,5865939274277779670_1,"('Javanese', 'Indonesia')",Cooking and food,"- Pák
- Dhe
- Pák
- Dhe
- Pák
- Dhe
- Pák
- D"
510,5865939234274941532_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
511,5865925444274566274_0,"('Filipino', 'Philippines')",People and everyday life,"The image shows a variety of items, including but not limited to the scope of work.
- Javanese
- Filipino
- Minangkab"
512,5920593844276047431_1,"('Tamil', 'India')",Vehicles and Transportation,Bengali
513,5920593724278181109_0,"('Marathi', 'India')",Plants and animal,Bengali
514,5865910694279356357_1,"('Chinese', 'China')",Traditions / art / history,Chinese
515,5865910694278999189_0,"('Chinese', 'China')",Traditions / art / history,Chinese
516,5922566305413085119_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,"The image best represents ""Weaver."""
517,5922873125418841030_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"The image best represents the **Carnival** culture. Carnival is known for its vibrant and festive celebrations, featuring participants in elaborate costumes and"
518,5865910674271072923_1,"('Chinese', 'China')",Plants and animal,Chinese
519,5865939264275315210_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,"- Filipino
- Tagalog
- Filipino
- Tagalog
- Filipino
- Filipino
- Tagalog
- Filipino
- Filipino
"
520,5920593854274304708_2,"('Tamil', 'India')",Traditions / art / history,The image best represents Bengali culture.
521,5920593834272144239_0,"('Tamil', 'India')",Traditions / art / history,Bengali
522,5920593604274321076_0,"('Hindi', 'India')",People and everyday life,"- Javanese
- Filipino
- Minangkabau
- Sundanese
- Chinese
- Marathi
- Telugu
-"
523,5865784474273768540_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,"The image best represents ""Bengali""."
524,5922679615413696168_1,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Sinhala
525,5865925454273909607_1,"('Filipino', 'Philippines')",Public Figure and pop culture,The image represents the culture of the Philippines.
526,5948826606362219847_0,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
527,5865784464278427068_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Javanese
528,5865752674273712867_1,"('Malay', 'Malaysia')",Cooking and food,The image shows a group of items in a store. The items are arranged in rows on a shelf. The shelf is labeled with price tags. The
529,5865939234276662728_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Japanese
530,5865752674279427922_0,"('Malay', 'Malaysia')",Plants and animal,Indonesian
531,5920593734272187230_0,"('Marathi', 'India')",Geography / buildings / landmarks," ben Germany Germany by flags, on fest the U.S and rec charming European theme at the spices at Epc ter meticul, l true Bay, mounted"
532,5920943054271205496_1,"('Urdu', 'India')",Public Figure and pop culture,"The image best represents a cultural or religious event, likely depicting a significant figure addressing a gathering or congregation. The setting appears to be indoors, with individuals"
533,5865784474272832131_0,"('Mongolian', 'Mongolia')",Brands / products / companies,"The image shows a street scene with a sign that reads ""UNITEL"" in both English and other languages. The sign is located on a building"
534,5919991134276186469_0,"('Japanese', 'Japan')",Sports and recreation,- Hindi
535,5865939234275602958_1,"('Javanese', 'Indonesia')",Traditions / art / history,"The image shows a large, colorful, elaborate float adorned with an array of vibrant, multicolored, whimsical, fruits, vegetables,"
536,5865752684271388081_2,"('Malay', 'Malaysia')",Geography / buildings / landmarks,"The image you provided is of a vibrant and colorful scene from a theme park. The sky is filled with clouds, and the ground is wet, indicating"
537,5920942824273955087_1,"('Telugu', 'India')",Public Figure and pop culture,"The image best represents the **Asian** culture, which is a reference to Asian cultures."
538,5865939224275912627_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,The image best represents **Indonesian**.
539,6028345784279078968_0,"('Marathi', 'India')",Geography / buildings / landmarks,Hindi
540,5922687575418946753_1,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Japanese
541,5865752684277132135_2,"('Malay', 'Malaysia')",Cooking and food,The image shows a cup of coffee and a pastry.
542,5865784464277650295_0,"('Mongolian', 'Mongolia')",Vehicles and Transportation,This image shows a scene with a truck and a tractor making sand. The sky is blue and has clouds and the sun. The truck is blue and
543,5920593594278847823_0,"('Hindi', 'India')",Traditions / art / history,Hindi
544,5865939224277448714_0,"('Javanese', 'Indonesia')",Cooking and food,The image best represents a dish from the Filipino culture.
545,5865910664277756736_0,"('Chinese', 'China')",Geography / buildings / landmarks,Japanese
546,5865939254274795630_2,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
547,5865939244279477185_0,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,"- Filipino
- Minangkabau
- Telugu
- Sinh
- Minangkabau
- Telugu
- Chinese
"
548,5865910674278792869_2,"('Chinese', 'China')",Sports and recreation,"- Filipino
- Tagalog
- Filipino
- Minangkabau
- Sundanese
- Korean
- Indonesian
- Marathi
"
549,5865910674271796224_1,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
550,5865941044274525603_0,"('Chinese', 'Singapore')",Objects / materials / clothing,"- 24
- 2
- 2
- 2
- 2
- 2
- 2
-"
551,5920593604278496896_0,"('Hindi', 'India')",Geography / buildings / landmarks,"- Sinhala
- Japanese
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- S"
552,5865939254272881559_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,"The image shows a series of tall, white columns with red brick-like text that reads ""Forever
- Public
- Forever
- Public
-"
553,5865939234274528267_1,"('Indonesian', 'Indonesia')",Objects / materials / clothing,Javanese
554,5920593834278496132_0,"('Tamil', 'India')",Public Figure and pop culture,"The image features three men standing together, with one man wearing white shirt and another man wearing black shirt. The background has a banner with text in Tamil"
555,5920943064279276241_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
556,5865939274277725850_1,"('Indonesian', 'Indonesia')",Plants and animal,Hindi
557,5865743574277847636_1,"('Korean', 'South Korea')",Public Figure and pop culture,"The image best represents ""Korean."""
558,5865941054278310786_1,"('Chinese', 'Singapore')",Traditions / art / history,Chinese
559,5922699145413845050_2,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,"- Javanese
- Filipino
- Minangk
- Telugu
- Sinhala
- Japanese
- Minangk
- Tel"
560,5865939254273386675_0,"('Javanese', 'Indonesia')",Cooking and food,Japanese
561,5919991144277447879_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
562,5865910684278360283_0,"('Chinese', 'China')",Geography / buildings / landmarks,- Chinese
563,5900301049933226727_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,-
564,5920943054274175232_0,"('Urdu', 'India')",Cooking and food,Chinese
565,5865910674271705429_0,"('Chinese', 'China')",Objects / materials / clothing,"It seems like the sky,
- A rainbow,
- A spectrum,
- Of colors,
- In profusion,
- Bright,
- And hues,
"
566,5865687714277561307_0,"('Bengali', 'India')",Cooking and food,Bengali
567,5865940254279914730_0,"('Urdu', 'Pakistan')",Geography / buildings / landmarks,The image best represents **Indian** culture.
568,5920593834274550467_0,"('Tamil', 'India')",Sports and recreation,"
The
TheA@ different yellow and andChildren
The image TechThe image wsThe, various k children and games In a Open,"
569,5920593594276958914_1,"('Hindi', 'India')",Traditions / art / history,Bengali
570,5865939204274230459_1,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,"The image shows the entrance to a store, likely an IKEA, with a sign that reads ""Parkir Khusum Resto"". There"
571,5865939244274440311_1,"('Sundanese', 'Indonesia')",Cooking and food,"The image best represents a variety of **Bibing** cuisine, which includes elements such as rice, vegetables, and sauces. It appears to"
572,5865939214279521422_1,"('Indonesian', 'Indonesia')",Cooking and food,The image best represents Chinese culture.
573,5919326634272337278_0,"('Minangkabau', 'Indonesia')",Cooking and food,"The image shows a bowl of **adobo** rice topped with a dark, savory sauce and garnished with pieces of meat and vegetables. This"
574,5865940254271355581_0,"('Urdu', 'Pakistan')",People and everyday life,"The image depicts a heartwarming scene of two children and an adult fixing a yellow bicycle. The children, dressed in matching clothing, are watching as"
575,5865939254274770744_2,"('Indonesian', 'Indonesia')",Plants and animal,The image best represents a **Bengalit**.
576,5865939264279886140_1,"('Javanese', 'Indonesia')",People and everyday life,"The image shows a large, open courtyard-like area with buildings on three sides. The buildings have red-tiled roofs and windows. There is a tree"
577,5865784484277217447_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,"This image shows a miniature version of a cityscape, including buildings, trees, and a statue of a wingedd bird in the center of"
578,5920593604272957118_0,"('Hindi', 'India')",Geography / buildings / landmarks,"- 1
-- 2
-- 3
-- 4
-- 5
-- 6
-"
579,5865687704276311339_0,"('Bengali', 'India')",Cooking and food,"The image best represents ""Turmericada"" in the given options."
580,5865910664277614074_0,"('Chinese', 'China')",Geography / buildings / landmarks,The image best represents the **Chinese** flag.
581,5865925454276456803_1,"('Filipino', 'Philippines')",Traditions / art / history,"- J
- Mar
- J
- J
- J
- J
- J
- J
- J
- J
"
582,5865687714276341806_1,"('Bengali', 'India')",Geography / buildings / landmarks,The image shows a miniature model of a mosque with a blue sky. The mosque is adorned with a minaret and a green light. The mosque
583,5865752674273163532_2,"('Malay', 'Malaysia')",Cooking and food,- Indonesian
584,5920593854278209269_0,"('Tamil', 'India')",Geography / buildings / landmarks,"The image depicts
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S.
- S"
585,5922576705417380244_1,"('Sinhala', 'Sri_Lanka')",Objects / materials / clothing,The image best represents the **Filipino** culture.
586,5920942814276264006_0,"('Telugu', 'India')",People and everyday life,Indonesian
587,5865939254276469916_0,"('Javanese', 'Indonesia')",Cooking and food,"The image best represents ""Japanese"" as one of the options listed."
588,5919991124273286548_1,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
589,5865939254277251588_1,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
590,5919991134271265432_0,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
591,5865939214274059742_0,"('Sundanese', 'Indonesia')",Traditions / art / history,"- Malay
- Sinhala
- Sinhala
- Sinhala. One of the parade
-- Sinhala
-"
592,5919326634273377469_2,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
593,5865752664277720994_1,"('Malay', 'Malaysia')",People and everyday life,"The image depicts a vibrant and lively scene from a cultural event, likely representing an Asian culture. The presence of numerous children in traditional attire, colorful costumes"
594,5865743584275264977_1,"('Korean', 'South Korea')",Plants and animal,Japanese
595,5920942814279305820_0,"('Telugu', 'India')",Cooking and food,Chinese
596,5865784454276272770_2,"('Mongolian', 'Mongolia')",Objects / materials / clothing,"The image best represents **Bengali** culture.

Bengali is a traditional folk dance and music festival held annually in Bulgaria. The festival features"
597,5919991144275681369_1,"('Japanese', 'Japan')",Cooking and food,Japanese
598,5899596402746335135_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,The image best represents the Filipino culture.
599,5865941054279487055_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
600,5920943054273021825_1,"('Urdu', 'India')",People and everyday life,"The image best represents ""Filipino""."
601,5865939264271422821_2,"('Indonesian', 'Indonesia')",Cooking and food,Japanese
602,5920593604271461096_0,"('Hindi', 'India')",Traditions / art / history,This image depicts a vibrant and colorful scene from a parade float in a city.
603,5920942814271927911_1,"('Telugu', 'India')",Cooking and food,Japanese
604,5920942834273010816_1,"('Telugu', 'India')",Plants and animal,Hindi
605,5865752684275090473_0,"('Malay', 'Malaysia')",Cooking and food,"- Minangkabau
- Filipino
- Minangkab
- Sinhala
- Minangkab
- Minangkab
-"
606,5865743594277884410_1,"('Korean', 'South Korea')",Cooking and food,Japanese
607,5878724352112169375_2,"('Bengali', 'India')",Public Figure and pop culture,- Bengali
608,5865939224277569381_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Filipino
609,5919991144278201472_0,"('Japanese', 'Japan')",Cooking and food,"The image shows a carefully arranged assortment of food and drink items on a wooden table. The food includes various dishes such as a bowl of fruit,"
610,5900304209932381404_2,"('Minangkabau', 'Indonesia')",Traditions / art / history,"- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
- Javanese
"
611,5865687714278445010_0,"('Bengali', 'India')",Cooking and food,"- Malay
- Marathi
- Sinhala
- Marathi
- Sinhala
- Marathi
- Sinhala
"
612,5865752674273146740_2,"('Malay', 'Malaysia')",People and everyday life,"The image shows a group of people, including a child, gathered outdoors, celebrating an event. The child is wearing a pink outfit and has bow in"
613,5865784474278856453_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,"The image best represents a person sitting in front of a large, white, pyramid-shaped structure with a detailed drawing of a robed figure holding a heart"
614,5865910674272852596_1,"('Chinese', 'China')",Traditions / art / history,"The image best represents a sculpture of a human head, focusing on the detailed texture and features of the ear and the side profile of the face. The"
615,5919326634274492718_0,"('Minangkabau', 'Indonesia')",Objects / materials / clothing,Chinese
616,5920593594275858662_1,"('Hindi', 'India')",Brands / products / companies,"The image shows a group of people, some of whom are blurred, and it is difficult to identify the specific objects in the image."
617,5865939244271581141_2,"('Sundanese', 'Indonesia')",Cooking and food,The image best represents **Japanese** culture.
618,5865939224275812370_1,"('Javanese', 'Indonesia')",Plants and animal,Bengal
619,5865743594274065189_0,"('Korean', 'South Korea')",Brands / products / companies,"The image features a collection of playful and whimsical stickers depicting various characters from the animated film ""Inside Out"". These stickers are designed in"
